Case,Modified property,MPC-3 cost mean ($),MPC-3 cost 95% CI ($),Perfect-Global cost mean ($),Perfect-Global cost 95% CI ($),Gap mean (%),Gap 95% CI (%),MPC-3 step time mean (s),MPC-3 step time 95% CI (s),Perfect-Global solve time mean (s),Perfect-Global solve time 95% CI (s)
Relaxed ramp,Weaken DG inter-temporal coupling,1615.73,20.83,1277.92,19.50,26.46,0.51,2.165,0.220,1800.999,0.197
