system,method,scenario_id,split,actual_case,forecast_case,horizon,gamma_Q,cost,perfect_cost,gap_percent,voltage_violation,solve_time_s,avg_step_time_s,max_step_time_s,solver_fail_count,timeout_count,completed,incomplete_reason,seed,solver_kind,solver_window,executed_steps,include_tail,max_steps,final_P_DG_5,final_SOC_BSS_9,step_costs_json,step_times_json,mean_num_vars,mean_num_bin_vars,mean_num_constrs,mean_num_qconstrs,mean_num_genconstrs,mean_model_runtime_s,mean_mip_gap,max_mip_gap,mean_std_nn_binary_count,step_model_statuses_json,step_model_sol_counts_json,mean_model_status,min_model_sol_count,num_optimal_steps,num_timelimit_steps,failure_message,experiment_tag
33,MPC-3,80,test_id,id_actual,id_reliable,3,,1774.207352524952,,,,48.920000314712524,1.0191666732231777,10.743000030517578,0,0,True,,100080,pure_mpc_clean,4,48,True,,1.0,0.12500000079434992,"[10.482018162480014, 14.05237245264009, 8.368419649520753, 11.55581913583969, 5.615226875762286, 9.18789684314223, 5.544004658119709, 10.475192113530742, 15.401490111580122, 5.946097796144648, 22.23578268254208, 27.20666403135875, 40.980446019443185, 26.475850322288856, 16.66519286319305, 5.83730511970845, 5.807713695945922, 4.5743195930770355, 3.341194842545039, 2.1079927261818696, 0.8748866098187014, 0.0, 0.0, 0.0, 0.0, 14.00798049448476, 39.7325438002906, 35.1219236851948, 44.71730108003104, 38.91841161842338, 64.13653557456226, 79.59463816662809, 100.48550279323308, 128.6577299550197, 91.92416371538494, 114.65670880822678, 54.65258367415263, 52.935895340594136, 57.3178292031031, 64.87999562247364, 70.66968465945821, 72.55979415945374, 64.03571797055608, 68.24031934092964, 73.0846681843844, 64.79129452920617, 64.48228202884293, 61.86796181545477]","[0.6689999103546143, 0.7639999389648438, 0.749000072479248, 7.430000066757202, 0.09500002861022949, 1.002000093460083, 0.2950000762939453, 1.2229998111724854, 0.27500009536743164, 0.05900001525878906, 0.3430001735687256, 0.22699999809265137, 0.692000150680542, 1.0840001106262207, 0.4629998207092285, 0.10300016403198242, 0.14100003242492676, 0.5739998817443848, 0.04800009727478027, 0.5580000877380371, 0.46700000762939453, 0.03900003433227539, 0.37599992752075195, 0.437000036239624, 1.812999963760376, 10.743000030517578, 10.328999996185303, 2.121000051498413, 1.3980000019073486, 1.4620001316070557, 0.2990000247955322, 0.10199999809265137, 0.2839999198913574, 0.3769998550415039, 0.2999999523162842, 0.125, 0.18400001525878906, 0.20300006866455078, 0.21399998664855957, 0.16199994087219238, 0.08599996566772461, 0.06999993324279785, 0.1770000457763672, 0.08899998664855957, 0.08999991416931152, 0.09099984169006348, 0.06599998474121094, 0.02200007438659668]",698.125,0.0,398.5,290.8125,2.9375,1.0191666732231777,0.000770552346216675,0.0009952787258354079,nan,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 5, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2.0,1.0,48,0,,standard_nn_embedding
33,Proposed-H3,80,test_id,id_actual,id_reliable,3,0.3,1386.6191620364643,,,,31.61300015449524,0.6586041698853174,1.7070000171661377,0,0,True,,100080,proposed,4,48,True,,1.0,0.12499999981117517,"[43.16148344873406, 14.053861265932571, 8.368419654139988, 5.053511879461315, 6.16615, 6.16615, 6.16615, 6.16615, 7.330089962287649, 6.16615, 13.461580328103064, 26.219052834765776, 40.980445788473354, 16.12518959736911, 12.972088114895513, 6.16615, 6.16615, 6.16615, 4.932728, 4.044063791517877, 3.699402, 3.699402, 3.699402, 3.699402, 4.932727378501924, 6.16615, 6.16615, 6.16615, 6.16615, 6.16615, 20.01665753411342, 35.06517133887761, 60.09969840036587, 89.8355107266273, 62.78159649500154, 95.41301522094275, 44.62368401531272, 46.52232480053309, 49.60749733533076, 59.484908097193454, 64.57470454428336, 70.71950200196392, 62.23505324030902, 67.39557044524967, 71.9332368516398, 64.3245392396767, 64.03052414516628, 61.36316755969478]","[1.5950000286102295, 0.5769999027252197, 0.6319999694824219, 0.5940001010894775, 0.5699999332427979, 0.5440001487731934, 0.5930001735687256, 0.45399999618530273, 0.06700015068054199, 0.4289999008178711, 0.5209999084472656, 0.6070001125335693, 0.5850000381469727, 0.6380000114440918, 0.6080000400543213, 0.5439999103546143, 0.6059999465942383, 0.7080001831054688, 0.6159999370574951, 0.5600001811981201, 0.49699997901916504, 0.5059998035430908, 0.6820001602172852, 0.6929998397827148, 0.7000000476837158, 0.5509998798370361, 0.7749998569488525, 0.8219997882843018, 0.8650000095367432, 1.7070000171661377, 0.9259998798370361, 0.8289999961853027, 0.8190000057220459, 0.8480000495910645, 0.8490002155303955, 0.9630000591278076, 0.8570001125335693, 0.7760000228881836, 0.748999834060669, 0.692000150680542, 0.6909999847412109, 0.75, 0.7109999656677246, 0.5409998893737793, 0.556999921798706, 0.11500000953674316, 0.06700015068054199, 0.026999950408935547]",1457.5,0.0,912.25,290.8125,243.875,0.6586041698853174,0.00028172886611625713,0.0009914733969983577,nan,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[3, 1, 2, 3, 2, 3, 3, 1, 1, 2, 2, 2, 2, 2, 2, 4, 2, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1]",2.0,1.0,48,0,,standard_nn_embedding
33,StdNN-H3-MIP,80,test_id,id_actual,id_reliable,3,0.3,1658.2761152001017,,,,129.63999938964844,2.700833320617676,11.115000009536743,0,0,True,,100080,std_nn_mpc,4,48,True,,1.0,0.12500000076238263,"[10.4820155233861, 14.052388376664515, 8.36843551274088, 11.555852263844606, 6.16615, 7.374602317556261, 5.5790457744235376, 9.031890828260801, 15.531400870424159, 6.16615, 21.789655198372408, 27.2066633647456, 40.98044597415359, 25.679708249528133, 16.665195736731818, 5.820765266490092, 5.823505836771523, 4.590110506841467, 3.356811176873989, 3.6047991714226364, 2.373669481447346, 1.1405427229694298, 0.0, 0.2462803585790912, 1.4793375321548947, 1.1390919300881677, 12.546867710342124, 3.605441301860364, 24.655063931949663, 31.40161728854163, 58.4890600540915, 75.74763325944754, 97.2990774267494, 126.5024589351163, 89.79415782407075, 112.51219691944814, 54.65258363503663, 52.935895348885495, 57.31782921333112, 64.87999562090008, 70.66968464507474, 72.55979416875441, 64.03571795026514, 68.24031936562535, 73.08466821850182, 64.79129455572927, 64.48228203216814, 61.86796181974128]","[3.7290000915527344, 3.610999822616577, 5.497999906539917, 4.519999980926514, 3.6029999256134033, 5.800999879837036, 2.3889999389648438, 6.016999959945679, 10.437999963760376, 2.8289999961853027, 0.7869999408721924, 2.570000171661377, 2.0859999656677246, 2.243000030517578, 0.9140000343322754, 1.938999891281128, 1.1109998226165771, 1.1560001373291016, 1.3240001201629639, 0.35700011253356934, 5.938999891281128, 3.2629997730255127, 11.115000009536743, 2.7019999027252197, 2.425999879837036, 2.3469998836517334, 3.556999921798706, 2.433000087738037, 1.6400001049041748, 0.8799998760223389, 0.8420000076293945, 2.940999984741211, 0.9149999618530273, 6.953999996185303, 1.6749999523162842, 1.8450000286102295, 2.8610000610351562, 2.6430001258850098, 0.9210000038146973, 0.2349998950958252, 1.7009999752044678, 2.001000165939331, 1.7420001029968262, 1.0369999408721924, 1.809000015258789, 0.16499996185302734, 0.09900021553039551, 0.029999971389770508]",1867.875,69.125,1296.5208333333333,290.8125,3.875,2.700833320617676,0.00047994217830196626,0.000992233445399067,71.1875,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[9, 8, 9, 10, 10, 10, 7, 10, 10, 5, 1, 6, 4, 3, 2, 1, 3, 2, 1, 3, 10, 4, 10, 7, 4, 1, 4, 1, 2, 3, 1, 4, 3, 10, 5, 8, 3, 4, 3, 3, 4, 1, 3, 3, 5, 1, 1, 1]",2.0,1.0,48,0,,standard_nn_embedding
33,MPC-3,81,test_id,id_actual,id_reliable,3,,1677.8121689968054,,,,70.11999940872192,1.4608333210150402,22.585999965667725,0,0,True,,100081,pure_mpc_clean,4,48,True,,1.0,0.1250000005933118,"[23.33884379006722, 7.390411766904902, 3.6993645850668284, 8.934743223234769, 5.450664046358843, 14.145214767027031, 5.730824664440829, 9.10724496417387, 9.451277446219747, 9.317248761703413, 20.11827074496813, 26.71522819814988, 27.458468671126973, 29.63168046744152, 10.121867273031176, 5.7044818776232775, 5.415104064167803, 4.181910590211009, 2.9486430316724324, 1.715471473133856, 0.48239591560068085, 0.0, 0.0, 0.07923892191954837, 17.84000795641412, 36.512931402237314, 3.7786593119460927, 17.347036288452085, 19.3134585252701, 35.38642204118344, 61.30078926859974, 87.90200547797875, 97.56779775476572, 104.2032279648732, 118.42113957597824, 114.49390594970951, 55.668893734570666, 66.0181678918548, 59.95167759838232, 77.09619502882603, 71.97509153885743, 61.19199372733037, 49.72895092137375, 56.06499557580073, 57.32793340917651, 55.14839294706981, 60.271744477777624, 62.16215138413294]","[0.30499982833862305, 0.8839998245239258, 0.13400006294250488, 9.944000005722046, 0.36700010299682617, 0.812000036239624, 0.11800003051757812, 0.6359999179840088, 1.8589999675750732, 0.9890000820159912, 0.4890000820159912, 0.31999993324279785, 2.2060000896453857, 0.434999942779541, 1.6119999885559082, 0.43900012969970703, 0.14899992942810059, 0.10400009155273438, 0.750999927520752, 0.7899999618530273, 0.746999979019165, 0.6529998779296875, 3.4880001544952393, 4.488999843597412, 22.585999965667725, 4.598999977111816, 0.36100006103515625, 2.669999837875366, 1.8630001544952393, 1.2769999504089355, 0.3450000286102295, 0.08799982070922852, 0.1119999885559082, 0.49699997901916504, 0.1380000114440918, 0.16299986839294434, 0.2630000114440918, 0.14100003242492676, 0.24000000953674316, 0.14100003242492676, 0.1399998664855957, 0.377000093460083, 0.31399989128112793, 0.3190000057220459, 0.25300002098083496, 0.38299989700317383, 0.0989999771118164, 0.031000137329101562]",698.125,0.0,398.5,290.8125,2.9375,1.4608333210150402,0.0007848478927987027,0.000998986813992957,nan,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 10, 1, 5, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",2.0,1.0,48,0,,standard_nn_embedding
33,Proposed-H3,81,test_id,id_actual,id_reliable,3,0.3,1301.2690372024251,,,,37.29899978637695,0.7770624955495199,1.9089999198913574,0,0,True,,100081,proposed,4,48,True,,1.0,0.12499999981141227,"[56.388190995543376, 7.390410437214501, 3.699402, 4.932728, 6.16615, 6.16615, 6.16615, 6.16615, 6.16615, 6.16615, 11.695979969374584, 25.921240208581402, 27.45846851933647, 18.577783393244765, 7.401639973242143, 6.16615, 6.16615, 6.16615, 5.732822301216129, 4.499434028230828, 4.138088172268393, 3.6994020000000005, 3.699402, 4.310626168303408, 5.543999745487659, 6.16615, 5.578491842845432, 6.16615, 6.16615, 6.16615, 17.36443354626413, 43.32232239033185, 52.60633409931632, 58.86134272673081, 84.77806373386991, 92.19756462657003, 38.79599308873799, 54.21098270011677, 48.40901378561827, 70.46567554687498, 67.09182961544437, 56.12854893872791, 48.60447589464397, 56.06499294325767, 55.534300617893784, 53.889282416625015, 59.95374197110582, 62.16207880540659]","[0.2799999713897705, 0.7199997901916504, 0.6019999980926514, 0.7239999771118164, 0.8439998626708984, 0.752000093460083, 0.13700008392333984, 0.17199993133544922, 0.7799999713897705, 0.6779999732971191, 0.8660001754760742, 0.9030001163482666, 0.7409999370574951, 0.7049999237060547, 0.6740000247955322, 0.7170000076293945, 1.7629997730255127, 0.8329999446868896, 0.8470001220703125, 0.7249999046325684, 0.7730000019073486, 0.5999999046325684, 0.6779999732971191, 0.9149999618530273, 0.940000057220459, 0.27300000190734863, 0.8910000324249268, 0.9210000038146973, 1.0320000648498535, 1.9089999198913574, 0.8240001201629639, 0.8020000457763672, 0.8990001678466797, 0.9479999542236328, 0.9879999160766602, 1.0370001792907715, 0.9270000457763672, 1.0390000343322754, 0.9099998474121094, 0.9710001945495605, 0.9639999866485596, 0.9230000972747803, 0.9539999961853027, 0.2999999523162842, 0.875999927520752, 0.41100001335144043, 0.09999990463256836, 0.03099989891052246]",1457.5,0.0,912.25,290.8125,243.875,0.7770624955495199,0.0002996474387447271,0.000991838322546324,nan,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 4, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 1, 1, 2, 3, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1]",2.0,1.0,48,0,,standard_nn_embedding
33,StdNN-H3-MIP,81,test_id,id_actual,id_reliable,3,0.3,1436.5701736206433,,,,122.63100004196167,2.5548125008742013,12.230000019073486,0,0,True,,100081,std_nn_mpc,4,48,True,,1.0,0.12500000058237581,"[23.33884271465289, 7.390411768199544, 3.699402, 8.934479264507846, 5.7993536745774, 13.544554264069207, 5.962975520481392, 8.308937898617609, 8.735303668360288, 9.15530975911089, 19.73769665990354, 26.715228199276787, 27.458468652832977, 28.949265127566726, 10.121871759877042, 5.704481882256669, 5.415104052227504, 4.181740508980106, 3.4092287355021487, 3.45911099032828, 3.180923722526427, 2.2272728674323514, 0.9941574662465149, 2.2272728588295103, 3.4604842594278407, 3.664006806767875, 4.89733005126372, 6.1307492955826195, 6.16615, 6.16615, 17.364433546568385, 43.32232239155014, 80.47730309154525, 90.13734271722781, 103.70210933691388, 99.82420313600754, 55.668893692742934, 66.01816790829547, 59.951677605630735, 77.09619502995523, 71.97509153298898, 61.191997189988484, 49.72895092029967, 56.064998872694574, 57.327933378660035, 55.14839297129819, 60.27174448336951, 62.16215138550084]","[3.5450000762939453, 7.968000173568726, 4.193000078201294, 4.063999891281128, 6.45799994468689, 6.019000053405762, 3.300999879837036, 12.230000019073486, 4.667999982833862, 0.9900000095367432, 2.250999927520752, 1.1570000648498535, 1.688999891281128, 0.9119999408721924, 1.7940001487731934, 1.7029998302459717, 0.15400004386901855, 1.7049999237060547, 0.8259999752044678, 0.21800017356872559, 2.5369999408721924, 2.8510000705718994, 1.4110000133514404, 2.566999912261963, 2.2130000591278076, 3.375999927520752, 3.5989999771118164, 2.677999973297119, 2.1540000438690186, 2.3289999961853027, 1.1600000858306885, 3.7339999675750732, 1.9879999160766602, 2.4769999980926514, 1.178999900817871, 4.270999908447266, 2.8519999980926514, 2.7760000228881836, 1.0230000019073486, 1.1499998569488525, 0.7009999752044678, 1.8890001773834229, 1.0829999446868896, 2.05400013923645, 2.1740000247955322, 0.41499996185302734, 0.11100006103515625, 0.03400015830993652]",1866.0833333333333,67.33333333333333,1289.2916666666667,290.8125,3.875,2.5548125008742013,0.0004097724378367362,0.000984385211870593,69.33333333333333,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[4, 10, 5, 10, 10, 6, 8, 10, 9, 3, 3, 3, 1, 2, 5, 2, 1, 2, 2, 2, 4, 5, 2, 2, 1, 5, 5, 5, 6, 3, 2, 8, 5, 1, 3, 9, 4, 4, 3, 4, 3, 1, 3, 2, 5, 1, 1, 1]",2.0,1.0,48,0,,standard_nn_embedding
33,MPC-3,82,test_id,id_actual,id_reliable,3,,1620.7315184536062,,,,57.237000465393066,1.192437509695689,8.815000057220459,0,0,True,,100082,pure_mpc_clean,4,48,True,,1.0,0.1250000007127541,"[21.164019105439003, 4.581277176871172, 4.2369906568936, 4.805004411627008, 5.195224502982383, 8.842902949693748, 6.166149688268432, 13.943520620596518, 11.610319618070736, 10.332045592964366, 19.35157026612322, 22.43505856564955, 30.475389994280505, 24.660080315654035, 32.71046773544328, 8.184287286222883, 5.546251486543439, 5.727732465453807, 4.494344587617683, 3.261052709781561, 2.027856831945438, 0.7947569541093149, 0.0, 0.0, 0.7324561871010028, 1.9655510815729043, 20.772504134087725, 22.55023323580972, 37.346761673796955, 32.39450578928469, 43.688877799689436, 78.23701878919951, 90.81932412720815, 102.5251626901274, 119.78088286715017, 104.24464465768713, 46.96672244904718, 64.43558192723076, 62.95688038250192, 60.52195560268614, 62.362121869691606, 58.54338442819245, 52.16307880367703, 54.4332427336159, 64.02372920082307, 58.76931463560955, 69.06454613994825, 60.886733725635565]","[0.44099998474121094, 2.1519999504089355, 8.815000057220459, 0.5080001354217529, 0.47099995613098145, 2.013000011444092, 0.10199999809265137, 0.4100000858306885, 1.1760001182556152, 1.2269999980926514, 1.2100000381469727, 1.0940001010894775, 0.6729998588562012, 1.0909998416900635, 0.5080001354217529, 2.7920000553131104, 0.17199993133544922, 5.01200008392334, 0.6970000267028809, 0.7380001544952393, 0.745999813079834, 0.7330000400543213, 0.06599998474121094, 2.8969998359680176, 1.9920001029968262, 1.7969999313354492, 4.191999912261963, 4.059000015258789, 2.0219998359680176, 1.3329999446868896, 0.8050000667572021, 0.5310001373291016, 0.17199993133544922, 0.5870001316070557, 0.5260000228881836, 0.16299986839294434, 0.3989999294281006, 0.13100004196166992, 0.39499998092651367, 0.2980000972747803, 0.4270000457763672, 0.15199995040893555, 0.32399988174438477, 0.29200005531311035, 0.38900017738342285, 0.377000093460083, 0.09400010108947754, 0.03600001335144043]",698.125,0.0,398.5,290.8125,2.9375,1.192437509695689,0.0007787676797707593,0.0009936472638304346,nan,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 2, 1, 6, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2.0,1.0,48,0,,standard_nn_embedding
33,Proposed-H3,82,test_id,id_actual,id_reliable,3,0.3,1276.1064481778747,,,,37.18899965286255,0.7747708261013031,2.244999885559082,0,0,True,,100082,proposed,4,48,True,,1.0,0.12499999981132646,"[54.16867974900008, 37.16718616411767, 4.2370382744830435, 4.932728, 6.16615, 6.16615, 6.16615, 6.16615, 6.16615, 6.16615, 6.16615, 6.16615, 30.475389874991485, 10.270849030151787, 15.147629766188768, 6.16615, 6.16615, 6.16615, 6.16615, 6.024562849308485, 4.791151872327006, 3.699402, 3.699402, 4.792888361934694, 5.685820788459104, 5.98231574078422, 6.16615, 6.16615, 6.16615, 6.16615, 6.16615, 33.71562141846153, 46.01467197418997, 60.24786778949322, 93.19887296780726, 86.11816424914917, 33.67453139584062, 54.00191741106469, 52.60337676746867, 52.52096022862197, 56.13987623511849, 57.753697108551634, 50.33627833962586, 53.98972155723634, 63.51256667805741, 57.52778363198515, 68.39394622790797, 60.45699972554794]","[2.244999885559082, 1.7200000286102295, 0.1380000114440918, 0.08500003814697266, 0.5979998111724854, 0.5239999294281006, 0.5529999732971191, 0.5299999713897705, 0.15199995040893555, 0.06199979782104492, 0.630000114440918, 0.75, 0.7590000629425049, 0.7309999465942383, 0.7310001850128174, 0.8029999732971191, 0.8429999351501465, 0.7619998455047607, 0.9290001392364502, 0.7990000247955322, 0.7280001640319824, 0.7179999351501465, 0.8529999256134033, 1.0099999904632568, 0.9790000915527344, 0.9800000190734863, 0.9010000228881836, 1.5260000228881836, 0.932999849319458, 1.7809998989105225, 0.943000078201294, 0.9010000228881836, 0.7910001277923584, 0.8320000171661377, 0.8910000324249268, 0.8479998111724854, 0.7909998893737793, 0.8459999561309814, 0.8550000190734863, 0.8500001430511475, 0.746999979019165, 0.7709999084472656, 0.812999963760376, 0.8320000171661377, 0.20799994468688965, 0.4049999713897705, 0.08000016212463379, 0.032000064849853516]",1457.5,0.0,912.25,290.8125,243.875,0.7747708261013031,0.0003751482015340232,0.000998645881625402,nan,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[5, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 1, 2, 1, 3, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1]",2.0,1.0,48,0,,standard_nn_embedding
33,StdNN-H3-MIP,82,test_id,id_actual,id_reliable,3,0.3,1612.424921958807,,,,131.6219997406006,2.7421249945958457,20.766000032424927,0,0,True,,100082,std_nn_mpc,4,48,True,,1.0,0.12500000068101585,"[21.164023610701054, 4.5812771782170465, 4.237033242812259, 4.932727834294241, 5.660665219953106, 7.824132504017637, 6.16615, 13.259962840549765, 10.653026958727764, 11.324799420386906, 18.680337888786884, 22.43505961866436, 30.47538989532584, 23.457987536331288, 32.7104705723695, 8.184287318798411, 5.520187989091862, 5.752701349697598, 4.519311643715308, 3.4103694199481356, 2.8393121361691684, 1.606149254200052, 0.3730822075435866, 0.6053658622453141, 1.8384509948352257, 0.6053658647528285, 5.6392195412388775, 31.958091486824166, 43.31618972354045, 30.18594030316985, 43.68887742050729, 77.34384588649078, 89.1592783593141, 101.40597726314327, 118.65780639671249, 103.12475732068086, 46.96672583466895, 64.43558193867167, 62.95688038374666, 60.52195560148237, 62.362121853763526, 58.54338444132917, 52.163078804893274, 54.43324249909577, 64.02374400365147, 58.769314660841786, 69.06454614330436, 60.886733729600856]","[3.758000135421753, 3.623999834060669, 20.766000032424927, 3.4079999923706055, 3.7890000343322754, 3.0399999618530273, 6.635999917984009, 2.305999994277954, 5.5309998989105225, 3.1649999618530273, 1.9580001831054688, 1.991999864578247, 0.812000036239624, 1.6400001049041748, 0.8100001811981201, 1.9920001029968262, 0.1679999828338623, 0.810999870300293, 0.9549999237060547, 2.2739999294281006, 3.7700002193450928, 1.1449999809265137, 2.435999870300293, 11.240999937057495, 5.015000104904175, 2.2300000190734863, 2.1720001697540283, 2.169999837875366, 2.2860000133514404, 3.7360000610351562, 1.2039999961853027, 2.0789999961853027, 0.7379999160766602, 2.5360000133514404, 0.9890000820159912, 3.3299999237060547, 0.937999963760376, 0.8580000400543213, 3.062999963760376, 2.122999906539917, 1.9639999866485596, 1.0770001411437988, 1.6439998149871826, 1.00600004196167, 1.9619998931884766, 0.3580000400543213, 0.0819997787475586, 0.03500008583068848]",1868.1041666666667,69.35416666666667,1297.3125,290.8125,3.875,2.7421249945958457,0.00043095750815320814,0.0009975171307951172,71.35416666666667,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[6, 4, 10, 5, 10, 5, 10, 7, 10, 10, 1, 3, 1, 2, 3, 3, 1, 2, 2, 3, 9, 3, 6, 10, 10, 2, 3, 4, 1, 10, 1, 2, 2, 2, 3, 9, 2, 3, 5, 6, 3, 1, 3, 3, 5, 1, 1, 1]",2.0,1.0,48,0,,standard_nn_embedding
33,MPC-3,83,test_id,id_actual,id_reliable,3,,1693.316610541981,,,,59.16000151634216,1.2325000315904617,15.085999965667725,0,0,True,,100083,pure_mpc_clean,4,48,True,,1.0,0.12500000073800172,"[17.221114753587447, 9.508726749620052, 4.735427209898514, 4.929844641603207, 7.66984032739944, 5.353467396574868, 11.28962146982099, 11.644728082058393, 6.16615, 6.951382222717474, 14.980880417913609, 24.272947234028507, 35.66221798624145, 23.59844478840261, 15.717896549292062, 18.26679210130362, 6.013646247594117, 4.780236116898332, 3.546923894105485, 2.313705763895029, 1.0805836330506804, 0.0, 0.0, 0.0, 1.233037910140944, 26.621974391449847, 3.6994018976844014, 12.170584408992038, 32.21083159367886, 48.64608774346513, 62.45512980915125, 87.23298969105112, 112.76780826788385, 117.22385982854895, 131.28278118139863, 111.49988420430932, 51.410253857271066, 41.75708054861557, 59.404902401603294, 63.022615910304005, 56.865600194945515, 62.75863570972346, 64.53189045131165, 67.05815802872814, 63.263427418086565, 62.006812201504026, 59.30300423431199, 59.18528107181543]","[0.876000165939331, 1.0440001487731934, 9.611999988555908, 0.13400006294250488, 4.141999959945679, 0.3340001106262207, 1.4719998836517334, 0.5339999198913574, 0.7160000801086426, 2.642000198364258, 0.7070000171661377, 0.9059998989105225, 0.6420001983642578, 0.878000020980835, 2.3869998455047607, 0.621999979019165, 0.1510000228881836, 0.6760001182556152, 0.08300018310546875, 0.817000150680542, 0.5780000686645508, 0.502000093460083, 0.04699993133544922, 0.46199989318847656, 2.796999931335449, 15.085999965667725, 0.4440000057220459, 1.74399995803833, 2.0820000171661377, 0.7219998836517334, 0.626000165939331, 0.1660001277923584, 0.5360000133514404, 0.5130000114440918, 0.13899993896484375, 0.14499998092651367, 0.40799999237060547, 0.33899998664855957, 0.38000011444091797, 0.2719998359680176, 0.3880000114440918, 0.30299997329711914, 0.15200018882751465, 0.15400004386901855, 0.2780001163482666, 0.38700008392333984, 0.09800004959106445, 0.037000179290771484]",698.125,0.0,398.5,290.8125,2.9375,1.2325000315904617,0.000752736444376983,0.0009990375558563758,nan,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 3, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2.0,1.0,48,0,,standard_nn_embedding
