diagnostic_case,case,modified_property,price_variation,time_coupling,n_mpc3_completed,n_perfect_completed,n_matched_pairs,mean_mpc3_cost,std_mpc3_cost,ci95_mpc3_cost,mean_perfect_cost,std_perfect_cost,ci95_perfect_cost,mean_gap_percent,std_gap_percent,ci95_gap_percent,mean_mpc3_avg_step_time_s,std_mpc3_avg_step_time_s,ci95_mpc3_avg_step_time_s,mean_perfect_solve_time_s,std_perfect_solve_time_s,ci95_perfect_solve_time_s
original,Original,None,High,Strong,20,20,20,1682.9825316751974,61.534562713366704,26.96871117779112,1313.0122874524436,45.01318364455955,19.727897548531708,28.175882201256904,1.4755680911270992,0.6466962292092003,1.4621708298722904,0.43204399909444136,0.18935163124422155,1800.9200499773026,0.4796196377056471,0.21020257419771501
