diagnostic_case,case,modified_property,price_variation,time_coupling,n_mpc3_completed,n_perfect_completed,n_matched_pairs,mean_mpc3_cost,std_mpc3_cost,ci95_mpc3_cost,mean_perfect_cost,std_perfect_cost,ci95_perfect_cost,mean_gap_percent,std_gap_percent,ci95_gap_percent,mean_mpc3_avg_step_time_s,std_mpc3_avg_step_time_s,ci95_mpc3_avg_step_time_s,mean_perfect_solve_time_s,std_perfect_solve_time_s,ci95_perfect_solve_time_s
relaxed_ramp,Relaxed ramp,Weaken DG inter-temporal coupling,High,Weak DG ramp,20,20,20,1615.7254609249323,47.52816139916498,20.830135147886423,1277.91593632412,44.48709645092482,19.497329670028073,26.460553699670445,1.1743456653611162,0.5146796804186164,2.164698960383733,0.5012771986091181,0.21969441876548762,1800.9985000371933,0.4499426329200115,0.19719605338413856
