diagnostic_case,case,modified_property,price_variation,time_coupling,mpc_method,mpc_horizon,forecast_case,n_mpc_attempted,n_mpc_completed,n_mpc3_completed,n_mpc_failed,mpc_completion_rate_percent,mpc_solver_fail_count_total,mpc_timeout_count_total,n_perfect_attempted,n_perfect_completed,n_matched_pairs,mean_mpc_cost,std_mpc_cost,ci95_mpc_cost,mean_mpc3_cost,std_mpc3_cost,ci95_mpc3_cost,mean_perfect_cost,std_perfect_cost,ci95_perfect_cost,mean_gap_percent,std_gap_percent,ci95_gap_percent,mean_mpc_avg_step_time_s,std_mpc_avg_step_time_s,ci95_mpc_avg_step_time_s,mean_mpc3_avg_step_time_s,std_mpc3_avg_step_time_s,ci95_mpc3_avg_step_time_s,mean_perfect_solve_time_s,std_perfect_solve_time_s,ci95_perfect_solve_time_s
original,Original,None,High,Strong,MPC-3,3,perfect,20,20,20,0,100.0,0,0,20,20,20,1670.4788485342272,59.883759328474625,26.24521469491446,1670.4788485342272,59.883759328474625,26.24521469491446,1313.0122874524436,45.01318364455955,19.727897548531708,27.22580485355486,1.385920168372387,0.6074062947422477,0.9557083336015543,0.28447227649735596,0.12467547220059193,0.9557083336015543,0.28447227649735596,0.12467547220059193,1800.9200499773026,0.4796196377056471,0.21020257419771501
