system,method,scenario_id,split,actual_case,forecast_case,horizon,gamma_Q,cost,perfect_cost,gap_percent,voltage_violation,solve_time_s,avg_step_time_s,max_step_time_s,solver_fail_count,timeout_count,completed,incomplete_reason,seed,solver_kind,solver_window,executed_steps,include_tail,max_steps,final_P_DG_29,final_P_DG_64,final_SOC_BSS_12,final_SOC_BSS_34,final_SOC_BSS_68,final_SOC_BSS_103,step_costs_json,step_times_json,step_P_DG_total_json,step_SOC_mean_json,step_SOC_total_json,step_P_BSS_json,step_P_grid_json,step_loss_json,step_load_total_json,step_wt_total_json,step_pv_total_json,mean_num_vars,mean_num_bin_vars,mean_std_nn_binary_count,mean_num_constrs,mean_num_qconstrs,mean_num_genconstrs,mean_model_runtime_s,mean_mip_gap,max_mip_gap,step_model_statuses_json,step_model_sol_counts_json,icnn_relax_on_infeasible,icnn_relax_count,icnn_relax_steps_json,step_icnn_relaxed_json,icnn_exogenous_clip_enabled,total_icnn_clip_count,max_icnn_clip_violation,step_icnn_clip_count_json,step_icnn_clip_max_violation_json,mean_model_status,min_model_sol_count,num_optimal_steps,num_timelimit_steps,failure_message,experiment_tag,scenario_selection_file,scenario_selection_rule,inline_gate_by_baselines,gate_stage
119,MPC-3,800,test_id,id_actual,id_reliable,3,,0.0,,,,0.0,0.0,0.0,1,0,False,solver_failure,200800,pure_mpc_clean,4,0,True,,0.0,0.0,1.25,1.25,1.25,1.25,[],[],[],[],[],[],[],[],[],[],[],nan,nan,nan,nan,nan,nan,nan,nan,nan,[],[],False,0,[],[],False,0,0.0,[],[],nan,nan,0,0,"method=MPC-3, scenario=800, forecast_case=id_reliable, actual_case=id_actual, horizon=3, t=0: Gurobi produced no solution: status=11, sol_count=0",main_scalability_119,formal/selected_119_inline_operable20.json,inline_gate_by_mpc3_and_perfect_global,True,gate_mpc3
