system,actual_case,forecast_case,method,horizon,gamma_Q,n_runs,completed_count,completed_rate,total_fail_count,mean_executed_steps,n_completed,mean_cost,std_cost,ci95_cost,mean_solve_time_s,std_solve_time_s,ci95_solve_time_s,mean_avg_step_time_s,std_avg_step_time_s,mean_max_step_time_s,std_max_step_time_s
33,id_actual,perfect,Oracle-H3,3,,20,20,1.0,0,48.0,20,1670.4788485342272,59.883759328474625,26.24521469491446,70.38389967679977,20.492325015127776,8.98115742316564,1.466331243266662,0.426923437815162,12.867049980163575,5.107541983239177
33,id_actual,perfect,Oracle-H7,7,,20,20,1.0,0,48.0,20,1578.1945053707088,50.45105161571149,22.11114826601997,1934.1484997749328,529.6148323732879,232.11393434745025,40.29476041197777,11.033642341110165,293.1610500216484,24.039431416707806
