diagnostic_case,case,modified_property,price_variation,time_coupling,n_mpc3_completed,n_perfect_completed,n_matched_pairs,mean_mpc3_cost,std_mpc3_cost,ci95_mpc3_cost,mean_perfect_cost,std_perfect_cost,ci95_perfect_cost,mean_gap_percent,std_gap_percent,ci95_gap_percent,mean_mpc3_avg_step_time_s,std_mpc3_avg_step_time_s,ci95_mpc3_avg_step_time_s,mean_perfect_solve_time_s,std_perfect_solve_time_s,ci95_perfect_solve_time_s
flat_price,Flat price,Remove price variation,Removed,Strong,20,20,20,1541.3577895669382,54.678873814811276,23.964073041478045,1287.0892821746932,46.12423328267636,20.21483652190403,19.766150463893243,1.427214960946476,0.6255045355514814,2.730645835151275,0.983412696283447,0.43099961720992386,1801.0679500102997,0.4175697067832185,0.18300799294353856
