system,method,scenario_id,split,actual_case,forecast_case,horizon,gamma_Q,cost,perfect_cost,gap_percent,voltage_violation,solve_time_s,avg_step_time_s,max_step_time_s,solver_fail_count,timeout_count,completed,incomplete_reason,seed,solver_kind,solver_window,executed_steps,include_tail,cost_accounting,final_P_DG_29,final_P_DG_64,final_SOC_BSS_12,final_SOC_BSS_34,final_SOC_BSS_68,final_SOC_BSS_103,step_costs_json,step_times_json,certified_global,gurobi_status,mean_num_vars,mean_num_bin_vars,mean_num_constrs,mean_num_qconstrs,mean_num_genconstrs,mean_model_runtime_s,mean_mip_gap,max_mip_gap,mean_model_status,min_model_sol_count,failure_message,experiment_tag,perfect_screening_target_count,perfect_screening_candidate_order,perfect_screening_rule,scenario_selection_file,scenario_selection_rule,operable_screening_candidate_order,operable_screening_rule,operable_screening_role,max_steps,step_model_statuses_json,step_model_sol_counts_json,icnn_relax_on_infeasible,icnn_relax_count,icnn_relax_steps_json,step_icnn_relaxed_json,icnn_exogenous_clip_enabled,total_icnn_clip_count,max_icnn_clip_violation,step_icnn_clip_count_json,step_icnn_clip_max_violation_json,num_optimal_steps,num_timelimit_steps
119,Perfect-Global,800,test_id,id_actual,perfect_full_horizon,48,,1936.8185324363217,1936.8185324363217,0.0,,89.84400010108948,1.8717500021060307,89.84400010108948,0,0,True,,200800,perfect_global_clean,48,48,True,full_day_optimization_objective,0.9999997417004803,0.9999997415959734,0.12500011871100883,0.12500011815667422,0.12500011728548327,0.12500011784806644,"[23.34119797583674, 12.536514165736822, 7.444954095321904, 9.884033063607722, 12.34344291567758, 12.332633946957912, 12.332630213986974, 12.343884424137636, 12.332629694618973, 12.34298395774647, 12.344118785217768, 12.345521495924578, 23.295026630050124, 12.33229317007893, 12.332293173937229, 12.33197231114741, 9.86513532477045, 7.398492595688801, 4.93204627976057, 2.465804443630835, 3.1586756026498714e-05, 2.860591018736527e-05, 2.8605993327176408e-05, 2.860560335816488e-05, 2.860617316635411e-05, 8.015683632503513e-05, 2.466111680171294, 4.932362271491451, 7.398811448460944, 9.865456000000002, 12.332314859271815, 12.332318434943378, 12.332318467657691, 77.26628459687552, 161.98167527199257, 158.6799434701139, 101.62610588847471, 97.40615558717862, 109.18325659994579, 113.34706257555065, 95.29109606163671, 97.8384475596458, 95.31865795693184, 114.91444181093831, 103.35496924438861, 113.30087312564307, 100.89691253753806, 97.87512215636305]","[1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307, 1.8717500021060307]",True,2,46850,0,28850,17472,48,89.84400010108948,0.000784141318416315,0.000784141318416315,2,2,,perfect_global_119,20,0,completed_and_certified_full_day_hard_opf,formal/selected_119_operable_20.json,operable_perfect_global_and_rolling_mpc3_subset,0,perfect_global_certified_and_rolling_mpc3_completed,perfect_global,,,,,,,,,,,,,,
119,MPC-3,800,test_id,id_actual,id_reliable,3,,3360.156986928133,,,,1985.579999923706,41.366249998410545,300.6799998283386,0,0,True,,200800,pure_mpc_clean,4,48,True,,0.9999937456135163,0.9999937422852689,0.1250028488752867,0.1250028356597339,0.1250028067494241,0.12500282963241424,"[2.8053071232382285, 1.7879909823011662, 1.6957277933674961, 4.098198364737269, 20.29639709748089, 8.969754214118922, 10.50567884486249, 11.901415258766171, 10.947708334731928, 16.833329469008845, 52.09111259263288, 90.87802159274, 35.505905194318444, 31.46562386585927, 48.83527614060678, 16.99715923623842, 9.865456000000002, 7.398804, 4.9323440000000005, 2.4660941355998776, 1.81341879581509e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2152814938221947, 113.72878974715317, 162.81958766624038, 182.1362641041112, 235.67790776693, 257.9584108700864, 215.00079707895142, 122.2417565834184, 118.7748788139801, 162.21895935208602, 172.33247326424478, 148.16214966302735, 141.72977346893387, 144.7372472296723, 172.8077327770602, 156.59659137244304, 176.756301707491, 139.8304092584092, 144.15435233527472]","[300.21299982070923, 157.97399997711182, 300.5200002193451, 2.0979998111724854, 58.598999977111816, 24.960000038146973, 31.883000135421753, 2.2899999618530273, 26.765000104904175, 28.813999891281128, 26.125, 26.341000080108643, 163.9539999961853, 31.256999969482422, 25.16599988937378, 20.39800000190735, 2.2829999923706055, 2.0970001220703125, 2.1450002193450928, 2.5719997882843018, 7.150000095367432, 2.313000202178955, 1.6459999084472656, 1.9639999866485596, 1.6599998474121094, 2.378999948501587, 2.241000175476074, 2.121000051498413, 300.6799998283386, 48.401000022888184, 2.439000129699707, 34.58999991416931, 30.192999839782715, 31.61400008201599, 31.621999979019165, 29.361999988555908, 27.44000005722046, 28.842999935150146, 27.42300009727478, 27.551000118255615, 0.5069999694824219, 27.054999828338623, 27.60699987411499, 26.511000156402588, 24.58299994468689, 0.684999942779541, 0.37800002098083496, 0.1679999828338623]",,,2883.6875,0.0,1767.375,1068.25,2.9375,41.366249998410545,0.0004814718100273171,0.0022171061353010034,2.4375,2.0,,,,,,formal/selected_119_operable_20.json,operable_perfect_global_and_rolling_mpc3_subset,0,perfect_global_certified_and_rolling_mpc3_completed,rolling_mpc3,,"[9, 2, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[8, 4, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 5, 2, 2, 2, 2, 2, 2, 2, 5, 3, 2, 2, 3, 2, 2, 2, 7, 3, 2, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",False,0,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45,3
119,Perfect-Global,801,test_id,id_actual,perfect_full_horizon,48,,1841.154270964483,1841.154270964483,0.0,,104.51699995994568,2.177437499165535,104.51699995994568,0,0,True,,200801,perfect_global_clean,48,48,True,full_day_optimization_objective,0.9999937438144042,0.9999937409685974,0.12500287590924822,0.12500286257212762,0.12500284205737,0.1250028549825505,"[2.465677956370506, 4.931305553875857, 7.397131357710764, 9.862969694892449, 12.32835842244893, 12.331234828721128, 12.331122471049088, 12.33112016188278, 12.33123041760933, 12.331209563130773, 12.331124068358813, 12.331239840146585, 37.313560797107, 12.331248778019356, 10.004924831658816, 7.539309686593428, 5.073364892777451, 2.607436893157056, 0.14205132368479662, 0.0006969704834287157, 0.0006936012203024674, 0.0006936749581323264, 0.000693597878558494, 0.0006935393036753496, 0.0006936321981676034, 0.000693757016894362, 0.47050602770195976, 2.9359241062904515, 5.401881243032009, 7.868145837002716, 10.334660234232544, 12.332743038320931, 12.33275577618092, 84.97150585959707, 113.99197222653288, 177.02675448641372, 103.13802206591235, 91.50021110278632, 111.29300946039999, 100.31182304743797, 91.41381078423774, 103.2655740506731, 104.76078865459543, 111.78840931815424, 101.77659962781166, 92.74521897918129, 104.85750722921563, 98.3159674965179]","[2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535, 2.177437499165535]",True,2,46850,0,28850,17472,48,104.51699995994568,0.0009175828897148244,0.0009175828897148244,2,2,,perfect_global_119,20,1,completed_and_certified_full_day_hard_opf,formal/selected_119_operable_20.json,operable_perfect_global_and_rolling_mpc3_subset,1,perfect_global_certified_and_rolling_mpc3_completed,perfect_global,,,,,,,,,,,,,,
119,MPC-3,801,test_id,id_actual,id_reliable,3,,3338.2795345438867,,,,1779.3299996852875,37.06937499344349,300.60000014305115,0,0,True,,200801,pure_mpc_clean,4,48,True,,0.999993747226167,0.99999374173445,0.1250028516479908,0.12500283088660252,0.12500281289906842,0.1250028304764832,"[0.0, 0.0, 0.0, 16.732527321901408, 17.820617049548826, 7.705477617233963, 9.771740012571554, 8.38531341676435, 13.191482300588788, 12.56175114312988, 40.07628281383051, 93.68534671103048, 51.51313579817831, 57.04101688346716, 48.91607025199795, 10.000214317344813, 7.713078865181899, 5.246594402796551, 2.780301940679053, 0.3142014792934681, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.41007525839311, 82.09660581241485, 132.28411984319587, 216.85094983556644, 243.96914382446855, 223.65645672045974, 232.8783869296604, 127.36521694627457, 118.18623727259228, 169.02676470531006, 142.28210938597053, 136.8897073055268, 153.49161365565968, 160.22904794795275, 170.4432586880079, 158.1441074498287, 139.8238765616695, 162.40973465919643, 148.38696941619912]","[1.8299999237060547, 2.4560000896453857, 2.8889999389648438, 300.2430000305176, 300.60000014305115, 74.03699994087219, 30.500999927520752, 29.039999961853027, 37.14300012588501, 27.12399983406067, 29.70300006866455, 28.7260000705719, 35.621999979019165, 33.51100015640259, 30.6489999294281, 33.84400010108948, 22.46400022506714, 2.0850000381469727, 1.8359999656677246, 2.2239999771118164, 1.934000015258789, 2.049999952316284, 2.2119998931884766, 2.677999973297119, 2.1029999256134033, 1.9850001335144043, 2.548999786376953, 2.496000051498413, 2.6449999809265137, 300.4979999065399, 33.7279999256134, 33.64400005340576, 28.09500002861023, 27.86299991607666, 27.015000104904175, 60.025999784469604, 26.74399995803833, 29.57099986076355, 24.598999977111816, 25.36899995803833, 0.5559999942779541, 0.5230000019073486, 27.058000087738037, 59.6029999256134, 26.118000030517578, 0.6009998321533203, 0.38000011444091797, 0.16000008583068848]",,,2883.6875,0.0,1767.375,1068.25,2.9375,37.06937499344349,0.0005113679915838567,0.003924963735713992,2.4375,2.0,,,,,,formal/selected_119_operable_20.json,operable_perfect_global_and_rolling_mpc3_subset,1,perfect_global_certified_and_rolling_mpc3_completed,rolling_mpc3,,"[2, 2, 2, 9, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 4, 6, 4, 2, 2, 3, 2, 2, 2, 5, 2, 3, 10, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 4, 2, 4, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2]",False,0,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45,3
119,Perfect-Global,802,test_id,id_actual,perfect_full_horizon,48,,,,,,59.23300004005432,59.23300004005432,59.23300004005432,1,0,False,solver_failure,200802,perfect_global_clean,48,0,True,full_day_optimization_objective,nan,nan,nan,nan,nan,nan,[],[],False,3,46850,0,28850,17472,48,59.23300004005432,nan,nan,3,0,"method=Perfect-Global, scenario=802, actual_case=id_actual: Gurobi produced no solution: status=3, sol_count=0",perfect_global_119,20,2,completed_and_certified_full_day_hard_opf,,operable_screening_candidate,2,perfect_global_certified_and_rolling_mpc3_completed,perfect_global,,,,,,,,,,,,,,
119,Perfect-Global,803,test_id,id_actual,perfect_full_horizon,48,,,,,,35.31699991226196,35.31699991226196,35.31699991226196,1,0,False,solver_failure,200803,perfect_global_clean,48,0,True,full_day_optimization_objective,nan,nan,nan,nan,nan,nan,[],[],False,3,46850,0,28850,17472,48,35.31699991226196,nan,nan,3,0,"method=Perfect-Global, scenario=803, actual_case=id_actual: Gurobi produced no solution: status=3, sol_count=0",perfect_global_119,20,3,completed_and_certified_full_day_hard_opf,,operable_screening_candidate,3,perfect_global_certified_and_rolling_mpc3_completed,perfect_global,,,,,,,,,,,,,,
119,Perfect-Global,804,test_id,id_actual,perfect_full_horizon,48,,1861.913026102147,1861.913026102147,0.0,,88.85899996757507,1.8512291659911473,88.85899996757507,0,0,True,,200804,perfect_global_clean,48,48,True,full_day_optimization_objective,0.9999997417262008,0.9999997416011739,0.12500011873121125,0.12500011809533823,0.12500011728047777,0.12500011785017037,"[2.466488936628872, 4.932719316214257, 7.39917248014577, 9.865815845448216, 12.332640180109282, 12.332656544644395, 12.332662002885122, 12.332659856439404, 12.33265570108061, 12.332468328556386, 12.332651992620445, 12.332467117740816, 27.569699430520828, 12.332292853362755, 12.33229283780336, 11.699540885258621, 9.232753286554624, 6.766160071004793, 4.299763622057846, 1.8335734724079955, 2.860794122599072e-05, 2.8606533482688435e-05, 2.8606180964671806e-05, 2.860643304832065e-05, 2.860639576677074e-05, 2.8606611430869114e-05, 8.020117750511662e-05, 2.46611173690816, 4.932362328050841, 7.398811504087474, 9.865455648054477, 12.332315175809685, 12.332318723621192, 43.84977423976981, 152.69301604045847, 178.7921281473336, 109.69107747953788, 111.34454358943248, 105.03186292947684, 107.09073893607787, 101.78653047082884, 104.26457420372623, 96.34536413058031, 94.36610301188581, 95.01977541411712, 103.23941256283481, 89.6789787455593, 110.00038448123783]","[1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473, 1.8512291659911473]",True,2,46850,0,28850,17472,48,88.85899996757507,0.0007853162956205118,0.0007853162956205118,2,2,,perfect_global_119,20,4,completed_and_certified_full_day_hard_opf,formal/selected_119_operable_20.json,operable_perfect_global_and_rolling_mpc3_subset,4,perfect_global_certified_and_rolling_mpc3_completed,perfect_global,,,,,,,,,,,,,,
119,MPC-3,804,test_id,id_actual,id_reliable,3,,3254.1967382302864,,,,1965.9920003414154,40.95816667377949,300.5840001106262,0,0,True,,200804,pure_mpc_clean,4,48,True,,0.9999937464039099,0.9999937424183296,0.12500281436785263,0.12500279974546127,0.12500277368165283,0.12500279460311606,"[1.6710413808978273, 0.0, 2.466075995462433, 25.125124373981375, 7.398800009121825, 9.758267272144069, 14.13349293993768, 11.823281738553284, 12.288729692697853, 11.958295113874426, 44.02221626994594, 74.60973717432564, 38.050647525674194, 33.551337401920826, 11.629680967102033, 11.823177653069212, 9.356373279170286, 6.889760905271284, 4.4233405316401315, 1.9571121587408917, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.352872662090833, 52.483815372584104, 190.59536686784327, 194.95883954351973, 204.43919872887574, 261.8859483302718, 241.80771349469296, 129.13643766027818, 141.8246011411998, 163.99857987076797, 163.82167257937948, 152.77913445085807, 155.02661767116123, 145.72231075815336, 136.94507846293607, 138.34811473446945, 153.7730101210896, 121.69166729387263, 164.66926610271054]","[144.5880000591278, 118.66400003433228, 33.75099992752075, 62.924999952316284, 2.5889999866485596, 34.912999868392944, 30.230000019073486, 28.318000078201294, 34.098999977111816, 29.102999925613403, 31.789000034332275, 30.067999839782715, 95.37899994850159, 300.5840001106262, 9.388000011444092, 31.812000036239624, 2.191999912261963, 2.179999828338623, 2.309999942779541, 2.196000099182129, 2.2880001068115234, 1.8400001525878906, 1.8840000629425049, 1.9200000762939453, 1.8890001773834229, 2.3610000610351562, 2.615000009536743, 2.615999937057495, 2.312999963760376, 300.31900000572205, 300.3270001411438, 38.86899995803833, 29.73099994659424, 2.3330001831054688, 2.302999973297119, 30.348000049591064, 26.610000133514404, 25.848000049591064, 25.197999954223633, 26.973000049591064, 28.42799997329712, 31.628000020980835, 2.3529999256134033, 18.454999923706055, 26.134999990463257, 0.5970001220703125, 2.566999912261963, 0.1659998893737793]",,,2883.6875,0.0,1767.375,1068.25,2.9375,40.95816667377949,0.0005397199312393511,0.006183886322406113,2.4375,2.0,,,,,,formal/selected_119_operable_20.json,operable_perfect_global_and_rolling_mpc3_subset,4,perfect_global_certified_and_rolling_mpc3_completed,rolling_mpc3,,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 9, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[5, 6, 4, 4, 2, 2, 2, 4, 2, 4, 2, 2, 2, 6, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 4, 7, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2]",False,0,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45,3
119,Perfect-Global,805,test_id,id_actual,perfect_full_horizon,48,,1906.937670920186,1906.937670920186,0.0,,122.9909999370575,2.562312498688698,122.9909999370575,0,0,True,,200805,perfect_global_clean,48,48,True,full_day_optimization_objective,0.9999997417298391,0.9999997415912549,0.12500011871244335,0.12500011811292164,0.12500011731470304,0.12500011785780993,"[2.4660688026348723, 4.9323252389685655, 7.3987737939396165, 9.865411117326122, 12.332228912979096, 12.332280853305704, 12.33227951839017, 12.332279501442915, 12.332279505371677, 12.332280855055718, 12.332279520805624, 12.332280845663021, 45.202440417997906, 12.332280889951972, 10.371587829128847, 7.904915526156779, 5.43842566927521, 2.972132579865033, 0.5060457956968124, 2.8609640583358002e-05, 2.8606518861157514e-05, 2.8606385649191265e-05, 2.860636088045314e-05, 2.8606555070998893e-05, 2.860659339168621e-05, 2.861396163698226e-05, 2.3014609486693822, 4.7676875320142, 7.2341204111316895, 9.700750055367514, 12.167574082159554, 12.33231828421802, 12.332318647660795, 86.62748213762038, 111.0242131911503, 168.427720084792, 117.48806620960566, 109.16394459159088, 102.64021697152714, 103.44484906153258, 98.43817457113215, 112.21744884590053, 110.9210782993832, 101.26733387075389, 101.48088857356636, 110.29119721586109, 101.11624011455342, 103.5037897900238]","[2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698, 2.562312498688698]",True,2,46850,0,28850,17472,48,122.9909999370575,0.000699560411374715,0.000699560411374715,2,2,,perfect_global_119,20,5,completed_and_certified_full_day_hard_opf,,operable_screening_candidate,5,perfect_global_certified_and_rolling_mpc3_completed,perfect_global,,,,,,,,,,,,,,
119,MPC-3,805,test_id,id_actual,id_reliable,3,,362.30081369718465,,,,1643.4039995670319,56.669103433345924,300.7479999065399,1,0,False,solver_failure,200805,pure_mpc_clean,4,29,True,,0.0,0.0,0.7197512278476441,0.5500060288279379,0.40911288326496353,0.3072609766727214,"[0.0, 0.000873520963680669, 1.7080298528845166, 4.174203997179218, 19.496389730680605, 12.858102029231448, 11.128264781253574, 10.281849281228563, 10.527073305886143, 20.54745880753496, 38.99576706199167, 81.34531520235045, 58.16117867899275, 25.365461911502, 25.01001744792714, 18.038148087577948, 9.865456000000002, 7.398804, 4.9323440000000005, 2.466076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.0, 2.444999933242798, 300.42899990081787, 47.53099989891052, 300.7479999065399, 266.720999956131, 35.859999895095825, 26.892000198364258, 31.924000024795532, 28.25, 26.310999870300293, 25.86899995803833, 26.378000020980835, 95.09500002861023, 38.787999868392944, 57.9449999332428, 2.615999937057495, 2.9010000228881836, 2.634999990463257, 2.128999948501587, 2.126999855041504, 2.069000005722046, 2.944000005722046, 2.318000078201294, 2.5309998989105225, 2.4760000705718994, 2.442000150680542, 2.5500001907348633, 300.4800000190735]",,,2930.0,0.0,1805.0,1092.0,3.0,56.669103433345924,0.00045740019917576123,0.0019963477942450177,2.7241379310344827,2.0,"method=MPC-3, scenario=805, forecast_case=id_reliable, actual_case=id_actual, horizon=3, t=29: Gurobi produced no solution: status=3, sol_count=0",,,,,,operable_screening_candidate,5,perfect_global_certified_and_rolling_mpc3_completed,rolling_mpc3,,"[2, 2, 9, 2, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 9]","[2, 2, 5, 3, 4, 4, 2, 2, 3, 2, 2, 2, 2, 6, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3]",False,0,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",False,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",26,3
