system,actual_case,forecast_case,method,horizon,gamma_Q,n_runs,completed_count,completed_rate,total_fail_count,total_timeout_count,mean_executed_steps,n_completed,n_perf_rows,allow_partial,mean_cost,std_cost,ci95_cost,mean_solve_time_s,std_solve_time_s,ci95_solve_time_s,mean_avg_step_time_s,mean_max_step_time_s,mean_num_vars,mean_num_bin_vars,mean_num_constrs,mean_num_qconstrs,mean_num_genconstrs,mean_model_runtime_s,mean_mip_gap,max_mip_gap,mean_std_nn_binary_count,mean_model_status,min_model_sol_count,num_optimal_steps,num_timelimit_steps
33,id_actual,id_reliable,StdNN-H3-MIP,3,0.3,20,20,1.0,0,0,48.0,20,20,False,1545.9611878924084,111.02224553616061,48.657644454571425,98.46904990673065,11.766394023034012,5.15684954956805,2.0514385397235553,11.971400022506714,1868.1260416666667,69.37604166666667,1297.509375,290.8125,3.875,2.0514385397235553,0.00043399907966765747,0.000999948415097132,71.39479166666666,2.0,1.0,960.0,0.0
