diagnostic_case,case,modified_property,price_variation,time_coupling,n_mpc3_completed,n_perfect_completed,n_matched_pairs,mean_mpc3_cost,std_mpc3_cost,ci95_mpc3_cost,mean_perfect_cost,std_perfect_cost,ci95_perfect_cost,mean_gap_percent,std_gap_percent,ci95_gap_percent,mean_mpc3_avg_step_time_s,std_mpc3_avg_step_time_s,ci95_mpc3_avg_step_time_s,mean_perfect_solve_time_s,std_perfect_solve_time_s,ci95_perfect_solve_time_s
flat_price_relaxed_ramp,Flat price + relaxed ramp,Remove dominant long-term effects,Removed,Weak DG ramp,20,20,20,1474.1377710768948,42.25338761745311,18.518363610485512,1216.446347222027,45.61139180667352,19.990073835107392,21.22755888981215,1.5424976895442093,0.6760294190356149,2.563385411351919,0.5994921739854319,0.26273902959006906,1716.3827999711036,377.92740237300546,165.63398700412728
