diagnostic_case,case,modified_property,price_variation,time_coupling,mpc_method,mpc_horizon,forecast_case,n_mpc_attempted,n_mpc_completed,n_mpc3_completed,n_mpc_failed,mpc_completion_rate_percent,mpc_solver_fail_count_total,mpc_timeout_count_total,n_perfect_attempted,n_perfect_completed,n_matched_pairs,mean_mpc_cost,std_mpc_cost,ci95_mpc_cost,mean_mpc3_cost,std_mpc3_cost,ci95_mpc3_cost,mean_perfect_cost,std_perfect_cost,ci95_perfect_cost,mean_gap_percent,std_gap_percent,ci95_gap_percent,mean_mpc_avg_step_time_s,std_mpc_avg_step_time_s,ci95_mpc_avg_step_time_s,mean_mpc3_avg_step_time_s,std_mpc3_avg_step_time_s,ci95_mpc3_avg_step_time_s,mean_perfect_solve_time_s,std_perfect_solve_time_s,ci95_perfect_solve_time_s
relaxed_ramp,Relaxed ramp,Weaken DG inter-temporal coupling,High,Weak DG ramp,MPC-3,3,perfect,20,20,20,0,100.0,0,0,20,20,20,1611.8496716912339,45.32836831820289,19.866033322255298,1611.8496716912339,45.32836831820289,19.866033322255298,1277.91593632412,44.48709645092482,19.497329670028073,26.162746938899417,1.2640717656073532,0.5540038776818996,1.1265177071094512,0.3202750470151082,0.1403667282180537,1.1265177071094512,0.3202750470151082,0.1403667282180537,1800.9985000371933,0.4499426329200115,0.19719605338413856
