system,method,scenario_id,split,actual_case,forecast_case,horizon,gamma_Q,cost,gap_percent,voltage_violation,solve_time_s,avg_step_time_s,max_step_time_s,solver_fail_count,timeout_count,completed,incomplete_reason,seed,solver_kind,solver_window,executed_steps,include_tail,cost_accounting,final_P_DG_5,final_SOC_BSS_9,step_costs_json,step_times_json,certified_global,gurobi_status,mean_num_vars,mean_num_bin_vars,mean_num_constrs,mean_num_qconstrs,mean_num_genconstrs,mean_model_runtime_s,mean_mip_gap,max_mip_gap,mean_model_status,min_model_sol_count,failure_message,experiment_tag,completed_bool,source_raw,source_rank,max_steps,mean_std_nn_binary_count,step_model_statuses_json,step_model_sol_counts_json,num_optimal_steps,num_timelimit_steps,step_P_DG_5_json,step_SOC_BSS_9_json,step_P_BSS_json,step_P_grid_json,step_loss_json,step_load_total_json,step_pv_11_json,step_wind_26_json,policy_asset_dir,policy_stochastic_eval,policy_eval_mode,voltage_violation_metric,penalized_cost,economic_generation_cost,balance_penalty_cost,constraint_penalty,step_economic_costs_json,step_penalized_costs_json,step_balance_penalties_json,step_reward_penalties_json,step_balance_errors_json,step_cost_constraints_json,step_voltage_violations_pu_json,step_legacy_cost_constraints_json,mean_economic_generation_cost,mean_penalized_cost,mean_balance_penalty,mean_constraint_penalty,mean_cost_constraint,mean_voltage_violation_pu,legacy_mean_cost_constraint,legacy_cum_cost_constraint,policy_eval_seed,perfect_cost,gap_to_perfect_percent
33,MPC-5,86,test_id,id_actual,id_reliable,5,,1610.2720283680455,,,488.8129999637604,10.183604165911674,76.34700012207031,0,0,True,,100086,pure_mpc,6,48,True,,1.0,0.1250000014586074,"[9.019055762067138, 11.910621437341828, 15.60980101141789, 4.932727808529509, 7.303440092738976, 9.066408742958997, 7.510763449338057, 10.20211108504968, 10.085074941691268, 16.803260404571308, 24.23779999958488, 25.147570031826923, 33.964102950581655, 21.504848122196258, 6.055923952201397, 5.858332230815075, 5.760976020713268, 4.527585555488522, 3.2942910902637763, 2.0610926256728748, 0.8279901604480792, 0.0, 0.0, 0.0, 1.2330379459122625, 34.370286874645146, 16.21049357311188, 4.9327279458280895, 18.999115614651057, 24.788910826637597, 69.63511570781975, 82.6369442410214, 88.84729737669845, 92.61511558318985, 87.81730422927133, 114.44103638590747, 57.1607879476247, 49.13443964382672, 61.05216005480131, 72.17437972628102, 63.804297558162844, 69.9806295081532, 58.28304091534406, 61.19092066468905, 55.49313972852524, 70.30602669457326, 66.63293263615338, 52.84810950971878]","[13.58299994468689, 4.013999938964844, 29.948999881744385, 3.739000082015991, 24.211999893188477, 43.38199996948242, 20.902999877929688, 32.25999999046326, 16.536999940872192, 6.289000034332275, 2.130000114440918, 4.296000003814697, 16.96399998664856, 17.513999938964844, 0.4760000705718994, 6.11899995803833, 7.2820000648498535, 0.9149999618530273, 0.9240000247955322, 1.0830001831054688, 8.515999794006348, 5.430999994277954, 11.98799991607666, 7.460000038146973, 5.103000164031982, 76.34700012207031, 60.95899987220764, 39.480000019073486, 6.664000034332275, 6.2769999504089355, 1.0269999504089355, 1.0789999961853027, 1.0939998626708984, 1.0490000247955322, 1.190000057220459, 0.22300004959106445, 0.1940000057220459, 0.559999942779541, 0.20799994468688965, 0.18199992179870605, 0.19700002670288086, 0.2220001220703125, 0.20200014114379883, 0.20600008964538574, 0.1660001277923584, 0.11899995803833008, 0.06999993324279785, 0.029000043869018555]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.0429915624934,21.893991236686396
33,MPC-5,87,test_id,id_actual,id_reliable,5,,1648.5872572084154,,,485.86799907684326,10.122249980767569,67.7020001411438,0,0,True,,100087,pure_mpc,6,48,True,,1.0,0.1250000018664624,"[14.833858492068822, 13.568800595102058, 3.6994018759418505, 4.932727459186732, 6.166117341387489, 10.994560105217555, 6.16615, 8.043636633759261, 15.330082304491066, 14.590495933853497, 32.35676788070569, 22.30085452228841, 33.29516740391141, 20.38084340131396, 6.16615, 8.100035010885053, 5.252726038370631, 4.019375131487959, 3.283236547095421, 2.377480549201888, 1.144353454619102, 0.0, 0.0, 1.2330376303841313, 1.3502727942520467, 13.283229538620322, 14.869626348436519, 9.422474783927425, 24.451537108287198, 45.4631344767879, 73.08835653865773, 96.75407070665717, 115.71058965428804, 96.14321990633836, 114.10795018330566, 87.10870659523177, 58.50454017105879, 56.87860643541249, 69.93183628392075, 60.34514268705705, 68.12355122403245, 56.07725019597999, 48.81873860151873, 67.0547285313496, 53.81489212279077, 56.264782921944466, 58.76031102798153, 64.02385005930645]","[5.980999946594238, 16.76699995994568, 0.625999927520752, 1.0340001583099365, 0.16500020027160645, 51.176000118255615, 13.852999925613403, 34.430999994277954, 17.89199995994568, 13.828999996185303, 0.9489998817443848, 2.0309998989105225, 13.884999990463257, 22.313999891281128, 1.0709998607635498, 9.297000169754028, 7.1579999923706055, 0.9240000247955322, 1.2089998722076416, 8.16100001335144, 11.97000002861023, 37.08299994468689, 23.14199995994568, 1.565000057220459, 5.351999998092651, 67.7020001411438, 57.842000007629395, 35.091999769210815, 6.003999948501587, 1.5909998416900635, 1.0260000228881836, 1.2620000839233398, 1.0230000019073486, 1.2019999027252197, 0.08000016212463379, 1.125999927520752, 0.21799993515014648, 0.2329998016357422, 0.2070000171661377, 0.23099994659423828, 0.1770000457763672, 0.19499993324279785, 4.628000020980835, 0.20199990272521973, 3.5269999504089355, 0.32399988174438477, 0.08000016212463379, 0.03099989891052246]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.3342894852017,23.458767605224836
33,MPC-5,88,test_id,id_actual,id_reliable,5,,1623.8837426841374,,,820.184999704361,17.087187493840855,291.6119999885559,0,0,True,,100088,pure_mpc,6,48,True,,1.0,0.1250000074215473,"[18.32790494019545, 3.1399577215227756, 9.689929113100806, 10.990816602256446, 12.940323623301161, 8.420318633347891, 11.839473769502517, 13.252627028840129, 11.443066058324742, 11.194796981366693, 27.962104349833844, 25.285459883845334, 30.907402095838933, 21.415907280730686, 7.495417335637898, 7.048394738653203, 6.16615, 5.466313879972553, 4.233093964611108, 2.9998224225186134, 1.7666468799258181, 0.533567337333023, 0.0, 0.0, 43.544425021877075, 2.4661719587277124, 19.11558437253937, 11.69300422531046, 8.773150606591464, 52.40650763792478, 41.00374397546944, 90.21970067673212, 99.321322419952, 90.5875545910017, 86.90992539838791, 82.93359735047538, 55.06343015066756, 55.04502438286556, 63.22925322153769, 58.46922303471867, 77.01871389066616, 71.58203023419159, 68.60628636314502, 50.09534798065681, 52.35957808869402, 62.23586304149436, 67.02144675574594, 61.6633626641046]","[0.19300007820129395, 12.015000104904175, 24.390000104904175, 37.39100003242493, 33.04800009727478, 40.7960000038147, 41.40899991989136, 22.829999923706055, 15.382999897003174, 16.800999879837036, 3.059000015258789, 3.680999994277954, 3.0410001277923584, 19.19099998474121, 17.075999975204468, 14.595999956130981, 0.7599999904632568, 1.1490001678466797, 0.10699987411499023, 1.251000165939331, 1.0360000133514404, 15.078999996185303, 291.6119999885559, 14.40499997138977, 62.96599984169006, 1.6979999542236328, 61.0939998626709, 29.918999910354614, 22.38599991798401, 1.1549999713897705, 1.1459999084472656, 0.6559998989105225, 0.7359998226165771, 0.6700000762939453, 1.2680001258850098, 1.2049999237060547, 0.21800017356872559, 0.22299981117248535, 0.2220001220703125, 0.5669999122619629, 0.1830000877380371, 0.1919999122619629, 0.1960000991821289, 2.1640000343322754, 0.6979999542236328, 0.21900010108947754, 0.07599997520446777, 0.029000043869018555]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.1408773277124,22.822293034786302
33,MPC-5,89,test_id,id_actual,id_reliable,5,,1693.460442392662,,,391.64999985694885,8.159374997019768,66.51400017738342,0,0,True,,100089,pure_mpc,6,48,True,,1.0,0.1250000144174401,"[23.507938202591667, 11.383381296825721, 13.272310800503146, 4.932727867053644, 5.392956789226006, 6.158709620249898, 7.9590466847127885, 13.174482099192495, 11.518502662439356, 19.291311861989524, 19.842254535837213, 28.677239990423324, 30.30754334548442, 14.449176899096882, 5.878470828927086, 6.0212685356821405, 4.787857812169736, 4.908850201364582, 3.675526059900918, 2.442350164686135, 1.2092180201563034, 0.0, 0.0, 0.0, 0.9859043327276339, 2.219016052571874, 34.15875189267541, 19.421620711267487, 29.617773896712414, 54.978909480522, 55.21947329462173, 116.08660676011586, 78.45239731643598, 101.25657236528549, 107.99482283786027, 106.94603273722727, 58.64117400408485, 46.842230098772674, 63.48906133930635, 69.36247324516428, 65.95893581416719, 62.91824941978005, 69.04567824102689, 74.7729194445621, 62.6480746646471, 62.296193661319016, 60.58340426636058, 50.773042236934884]","[0.6629998683929443, 66.51400017738342, 25.925999879837036, 0.13400006294250488, 4.783999919891357, 0.12200021743774414, 28.009999990463257, 22.147000074386597, 16.57800006866455, 13.29200005531311, 5.366999864578247, 11.465999841690063, 12.641999959945679, 0.945000171661377, 0.8480000495910645, 4.31000018119812, 1.0530002117156982, 1.180999994277954, 0.8889999389648438, 15.240000009536743, 1.1200001239776611, 0.932999849319458, 9.654000043869019, 34.937999963760376, 22.266000032424927, 16.52999997138977, 36.24199986457825, 23.245999813079834, 7.4079999923706055, 1.1629998683929443, 1.2779998779296875, 0.7249999046325684, 0.6139998435974121, 0.20600008964538574, 0.15799999237060547, 0.18600010871887207, 0.19700002670288086, 0.8600001335144043, 0.18500018119812012, 0.17799997329711914, 0.21700000762939453, 0.2239999771118164, 0.2369999885559082, 0.17599987983703613, 0.1659998893737793, 0.2989997863769531, 0.06500005722045898, 0.06800007820129395]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.168662301522,21.380338316878948
33,MPC-5,90,test_id,id_actual,id_reliable,5,,1616.8893981792462,,,393.5060005187988,8.198041677474976,107.59299993515016,0,0,True,,100090,pure_mpc,6,48,True,,1.0,0.1250000018997867,"[16.57657848944124, 9.294330957625316, 3.699401884922315, 4.932727935187576, 7.002773029660871, 7.514727952888574, 8.865208088861467, 8.476802814708131, 16.9121462669328, 19.664621398094503, 22.579286542313113, 28.820922504461073, 16.72953408236919, 5.947658129540089, 6.16615, 6.591974592746945, 5.42986505917783, 6.029225321457608, 4.795813978243686, 3.5624986350297645, 2.3292793964534835, 1.0961560532314152, 0.0, 0.0, 17.79353708286775, 1.9512751745279744, 37.455777431186696, 11.509150371483848, 32.116430891444594, 55.94544509100057, 43.8313791441916, 93.63819309116842, 85.87802368073821, 92.67254387425382, 89.20714925101026, 98.4765472877985, 44.010469248292736, 53.25841937249926, 68.3614426462842, 59.75719527801656, 69.43845919682059, 52.44734171019498, 61.7251527321114, 70.25492318331654, 66.76774834831964, 63.71264732216072, 68.42327111311268, 65.23919254309783]","[2.7820000648498535, 9.549000024795532, 0.5730001926422119, 0.127000093460083, 21.832000017166138, 46.33899998664856, 26.289999961853027, 24.391000032424927, 5.78000020980835, 5.133999824523926, 3.259999990463257, 0.9249999523162842, 1.3429999351501465, 1.1549999713897705, 8.638999938964844, 11.891999959945679, 8.281000137329102, 4.3470001220703125, 0.8989999294281006, 1.0249998569488525, 0.08699989318847656, 6.447999954223633, 1.0379998683929443, 10.42300009727478, 107.59299993515015, 5.289000034332275, 30.511000156402588, 22.611000061035156, 17.457000017166138, 1.0829999446868896, 0.8559999465942383, 0.17999982833862305, 0.7430000305175781, 0.192000150680542, 0.19300007820129395, 1.065000057220459, 0.5710000991821289, 0.19899988174438477, 0.18799996376037598, 0.21900010108947754, 0.20099997520446777, 0.9920001029968262, 0.21799993515014648, 0.2049999237060547, 0.16000008583068848, 0.12900018692016602, 0.06100010871887207, 0.03099989891052246]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.7701165870474,21.68315482080788
33,MPC-5,91,test_id,id_actual,id_reliable,5,,1716.287294049553,,,581.7849998474121,12.12052083015442,56.22899985313416,0,0,True,,100091,pure_mpc,6,48,True,,1.0,0.125000002004791,"[23.833571086528064, 13.685672262216139, 3.6994000387040122, 14.13948969493041, 6.418477446779438, 11.759425732843063, 12.872031345457131, 7.613289614658047, 12.651103325914104, 16.848427625851386, 16.222851500607533, 34.440707007092236, 42.23079579702253, 13.66450439458394, 7.291726819373863, 5.804670134304753, 4.694860649972505, 4.840848391559362, 3.6075295430543526, 2.3745263265514533, 1.141399482767413, 0.0, 0.0, 0.0, 47.161462219956654, 20.614486952517673, 17.018049301919813, 33.578640996871805, 23.765124668794442, 55.37423487384761, 68.98964171922144, 77.02723226086432, 108.40983239565502, 89.70492859923759, 115.38957678452486, 81.14498294002463, 60.23954275294844, 52.390873297497855, 59.352676581652496, 59.01029724920396, 54.72785707656104, 67.47154499703743, 63.31555873874843, 52.91812239537503, 68.13106002780843, 66.78112145319886, 58.61428311792181, 55.32085442739188]","[9.656000137329102, 16.375, 2.5269999504089355, 35.51400017738342, 26.74399995803833, 39.97199988365173, 22.36899995803833, 41.3270001411438, 15.13100004196167, 9.118000030517578, 5.000999927520752, 0.7920000553131104, 16.705000162124634, 16.04699993133545, 23.457000017166138, 1.0750000476837158, 1.1579999923706055, 14.829999923706055, 0.9739999771118164, 0.09300017356872559, 27.94599986076355, 47.28800010681152, 23.872000217437744, 18.895999908447266, 56.228999853134155, 38.47099995613098, 44.88600015640259, 15.503000020980835, 1.622999906539917, 0.8350000381469727, 0.621999979019165, 0.9639999866485596, 1.0899999141693115, 1.2119998931884766, 0.18500018119812012, 1.0970001220703125, 0.20199990272521973, 0.2219998836517334, 0.2069997787475586, 0.20000004768371582, 0.22799992561340332, 0.22099995613098145, 0.2070000171661377, 0.22800016403198242, 0.14599990844726562, 0.20999979972839355, 0.09999990463256836, 0.029999971389770508]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.961137244779,26.854145828953023
33,MPC-5,92,test_id,id_actual,id_reliable,5,,1532.9951155131168,,,733.7769989967346,15.28702081243197,144.0699999332428,0,0,True,,100092,pure_mpc,6,48,True,,1.0,0.1250000018364256,"[5.517874967482307, 18.284031438036482, 14.265853462291712, 12.712170633076813, 7.207476595897253, 5.601550090628266, 5.393329947126635, 9.93007012245279, 17.88972654690774, 16.043659922536087, 7.479559951072134, 18.286897071653847, 39.401451537832685, 15.79822682726445, 8.550926495213297, 11.333060496418959, 5.036845062633823, 3.8035109586806213, 2.5702728547274196, 1.3371307507742183, 0.1040846478210166, 0.0, 0.0, 0.0, 32.80817690859804, 2.0548931564355346, 12.728205313089827, 6.023299601187548, 25.930294160963935, 20.1853655308852, 63.61518563566861, 70.69593579570375, 105.70769862109987, 108.22484412185798, 75.62097764506463, 107.8463523108721, 49.846693383478225, 56.60665808981313, 48.61760463125188, 63.907412031264386, 55.48437566034911, 55.2589112730921, 53.20851886111628, 65.43591733059799, 49.10955902754871, 64.3221743761091, 60.991353473807735, 52.216998192732824]","[11.607999801635742, 24.663000106811523, 24.865999937057495, 54.806999921798706, 25.969000101089478, 0.2239999771118164, 0.6629998683929443, 34.05400013923645, 13.764999866485596, 15.91100001335144, 16.67899990081787, 0.929999828338623, 11.17300009727478, 21.842000007629395, 9.463000059127808, 10.407999992370605, 8.966000080108643, 0.9189999103546143, 0.9539999961853027, 0.8589999675750732, 6.20199990272522, 56.53600001335144, 75.35500001907349, 27.233999967575073, 144.0699999332428, 2.5139999389648438, 53.34699988365173, 34.49300003051758, 26.61899995803833, 5.832000017166138, 1.186000108718872, 0.8409998416900635, 0.9019999504089355, 0.6970000267028809, 3.6489999294281006, 0.20300006866455078, 0.19999980926513672, 0.1959998607635498, 2.878999948501587, 0.22899985313415527, 0.22300004959106445, 0.2109999656677246, 0.20800018310546875, 0.20600008964538574, 0.7309999465942383, 0.1940000057220459, 0.06800007820129395, 0.029000043869018555]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.58152547329,26.3199120401291
33,MPC-5,93,test_id,id_actual,id_reliable,5,,1615.4219146070618,,,521.6280000209808,10.8672500004371,60.319000005722046,0,0,True,,100093,pure_mpc,6,48,True,,1.0,0.1250000016492743,"[16.174929165791543, 12.255434205376536, 14.34999794709157, 4.931105427998271, 8.548743280015568, 6.130145579298651, 14.698277297889332, 6.16615, 11.594181745035247, 21.639378414407588, 28.42906258838125, 26.960373616509642, 21.69414974151435, 10.777792226685314, 6.898432169881511, 5.1714931708462775, 3.938148587060052, 3.8493150698441605, 2.616247106888718, 1.6002719285115161, 0.6775964051339984, 0.0, 0.0, 0.0, 15.851332340749424, 18.156830206609044, 22.111896827713714, 15.269347702183588, 6.16615, 51.13053477501297, 63.6767876648365, 75.30767136783696, 83.22395021372752, 108.42766636378812, 112.5644446321574, 107.71750905970374, 42.4270976352057, 64.74763403173374, 56.70975461458913, 59.416066023229604, 69.87583243157528, 62.4359610525701, 66.44399184087787, 61.15507977924974, 66.9845452164449, 54.458598975866266, 47.9611808291292, 54.10082534811003]","[3.6470000743865967, 6.398000001907349, 25.763999938964844, 0.1770000457763672, 52.712000131607056, 0.17400002479553223, 18.115000009536743, 23.561000108718872, 16.91000008583069, 2.9070000648498535, 1.315999984741211, 10.990000009536743, 1.1779999732971191, 6.53600001335144, 28.39299988746643, 9.825000047683716, 1.122999906539917, 14.218000173568726, 0.09200000762939453, 13.723999977111816, 14.467999935150146, 18.717000007629395, 17.884999990463257, 19.76199984550476, 54.59499979019165, 60.319000005722046, 45.236000061035156, 23.48900008201599, 17.34000015258789, 1.3250000476837158, 0.872999906539917, 1.2939999103546143, 3.258000135421753, 1.0260000228881836, 0.6959998607635498, 0.19899988174438477, 1.3420000076293945, 0.20399999618530273, 0.22799992561340332, 0.21399998664855957, 0.20300006866455078, 0.22699999809265137, 0.18999981880187988, 0.20399999618530273, 0.19300007820129395, 0.23199987411499023, 0.08500003814697266, 0.06400012969970703]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.8040880060507,27.519474392424435
33,MPC-5,94,test_id,id_actual,id_reliable,5,,1578.2383560851863,,,433.85299921035767,9.038604150215784,116.49399995803832,0,0,True,,100094,pure_mpc,6,48,True,,1.0,0.1250000019537928,"[21.69277518842514, 5.425857670203445, 3.699401879835906, 13.545322958710232, 10.206536740291035, 5.72665113805201, 6.164056746772446, 10.867452407783727, 16.0427526725083, 20.79292919564121, 29.362788654087858, 25.21130855815594, 41.615171794289445, 15.379501237647563, 6.01227280050426, 6.16615, 4.932728, 4.683121607388946, 3.449815035723273, 2.2166044640575984, 0.9834898923919242, 0.0, 0.0, 0.13876737660883198, 1.3718161463624552, 2.6049609226397124, 5.565317142607702, 16.978468251485136, 6.16615, 32.410575254950444, 67.59708278522243, 86.81209261818672, 102.64289616828368, 99.05978529019038, 92.53729588458563, 85.39097630346664, 53.56541405933851, 59.68808824548938, 50.696405228507075, 52.87032315821264, 68.08675337368345, 61.190490423655675, 68.44538521014354, 55.486571331546116, 61.038414229458596, 53.38688670262543, 71.87290147817058, 68.45784985729505]","[1.0350000858306885, 8.386000156402588, 1.1489999294281006, 32.866000175476074, 43.1470000743866, 0.6289999485015869, 0.14899992942810059, 23.68500018119812, 15.093999862670898, 4.200000047683716, 3.2879998683929443, 7.1559998989105225, 18.223999977111816, 3.7790000438690186, 0.7200000286102295, 8.657999992370605, 0.8889999389648438, 12.024999856948853, 0.9210000038146973, 0.9500000476837158, 0.945000171661377, 116.49399995803833, 0.8769998550415039, 1.2279999256134033, 1.9629998207092285, 1.2249999046325684, 83.5090000629425, 16.020999908447266, 11.796000003814697, 1.5149998664855957, 0.7929999828338623, 0.9149999618530273, 0.6759998798370361, 0.872999906539917, 0.20800018310546875, 0.2109999656677246, 0.20099997520446777, 0.2070000171661377, 4.648000001907349, 1.1340000629425049, 0.2199997901916504, 0.19499993324279785, 0.20600008964538574, 0.18799996376037598, 0.16299986839294434, 0.3970000743865967, 0.06599998474121094, 0.029000043869018555]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.6801597600784,20.413690886576386
33,MPC-5,95,test_id,id_actual,id_reliable,5,,1568.7482959522968,,,225.64200091362,4.70087501903375,27.76699995994568,0,0,True,,100095,pure_mpc,6,48,True,,1.0,0.12500000195836,"[15.286357394935138, 3.4468713199430288, 4.658552114870672, 4.932727919900497, 5.916628375527068, 7.171970044614483, 5.385012301240379, 6.151037715884556, 12.627261846307423, 22.780857477710214, 24.60874170209143, 29.28371997110522, 27.133742325621235, 22.338005196997365, 6.16615, 6.16615, 4.932859031887267, 3.699533021688364, 2.4759591617535905, 3.308508380060842, 2.0753088087513873, 0.8422052378060348, 0.0, 0.559391607702041, 1.792473099194745, 2.4116379141292485, 3.859242231780289, 6.645359752592414, 16.631761891125212, 52.76090654276364, 62.15264431334888, 81.10741429852655, 97.37015275658057, 98.58758248865014, 88.6826867463954, 122.07762325945377, 64.73712227426827, 49.54400028009104, 46.272429732461546, 64.73337491701115, 59.52974601714866, 61.542333553262644, 50.343646135358696, 64.48773378696544, 49.873473339489, 69.40358776160288, 65.12341672576616, 67.13039517793237]","[4.3420000076293945, 9.516000032424927, 3.7750000953674316, 0.14299988746643066, 0.1549999713897705, 19.311000108718872, 1.0310001373291016, 0.16700005531311035, 13.795000076293945, 0.8889999389648438, 1.4539999961853027, 8.726999998092651, 10.793000221252441, 15.33899998664856, 0.7839999198913574, 1.1129999160766602, 0.10899996757507324, 0.8920001983642578, 17.249000072479248, 18.505000114440918, 0.875999927520752, 0.07800006866455078, 7.165999889373779, 13.365000009536743, 3.9639999866485596, 2.0340001583099365, 11.086000204086304, 27.76699995994568, 14.881999969482422, 0.878000020980835, 1.1099998950958252, 1.5179998874664307, 1.1740000247955322, 3.2200000286102295, 1.1349999904632568, 0.19700002670288086, 0.20799994468688965, 0.2109999656677246, 4.591000080108643, 0.18600010871887207, 0.21799993515014648, 0.19499993324279785, 0.19000005722045898, 0.1770000457763672, 0.8980000019073486, 0.11699986457824707, 0.07200002670288086, 0.040000200271606445]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.4841912567745,24.357348813813147
33,MPC-5,96,test_id,id_actual,id_reliable,5,,1626.72775897331,,,539.6550011634827,11.242812524239222,86.30800008773804,0,0,True,,100096,pure_mpc,6,48,True,,1.0,0.1250000018696337,"[15.213147197373551, 14.9087046111294, 9.295099099138085, 12.428300386258702, 6.4834762238175685, 8.091433879699991, 5.587912952116447, 7.87418053573397, 10.47694520953584, 15.171556415531478, 16.068054869363692, 17.10750463134273, 34.40906916949218, 6.16615, 17.358092105177555, 5.881847774314299, 5.379221881175248, 4.146009184628762, 2.912917883306125, 2.457966750693753, 1.224833390451151, 0.0, 0.0, 2.4352457636514138, 2.319304370671755, 12.490233356008124, 7.501232077273218, 6.019248070653486, 7.8778628069266485, 51.271010611011434, 77.71860790702223, 92.01812775822661, 101.16459943205783, 92.4234446638947, 101.25680533991331, 92.29072209850236, 43.367298894790245, 65.92411954275728, 62.96503881330868, 62.23054450410755, 66.96436508928566, 66.69440510151348, 60.44144974594667, 73.72370143332795, 75.04157107130796, 65.10438602472689, 52.093368480842166, 66.74864186530195]","[6.7749998569488525, 14.823000192642212, 16.812000036239624, 42.58400011062622, 22.8219997882843, 30.414999961853027, 0.2090001106262207, 41.074000120162964, 17.253999948501587, 14.635999917984009, 3.6579999923706055, 6.45799994468689, 9.618000030517578, 19.499000072479248, 3.058000087738037, 2.562999963760376, 7.573999881744385, 0.09500002861022949, 0.08100008964538574, 12.680999994277954, 10.226999998092651, 23.227999925613403, 0.8949999809265137, 64.34599995613098, 6.281000137329102, 86.30800008773804, 28.699000120162964, 20.3989999294281, 16.009000062942505, 0.9459998607635498, 1.00600004196167, 1.2349998950958252, 1.2930002212524414, 1.4470000267028809, 1.2050001621246338, 0.7460000514984131, 0.8480000495910645, 0.16700005531311035, 0.18600010871887207, 0.1959998607635498, 0.21500015258789062, 0.20300006866455078, 0.19300007820129395, 0.20099997520446777, 0.15700006484985352, 0.21000003814697266, 0.08700013160705566, 0.03299999237060547]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.79308640732,23.162952298467943
33,MPC-5,97,test_id,id_actual,id_reliable,5,,1523.3686283807092,,,236.14100003242493,4.919604167342186,31.252000093460083,0,0,True,,100097,pure_mpc,6,48,True,,1.0,0.1250000025257252,"[23.476891406576463, 8.775729757857853, 3.699401915198418, 4.931671235174064, 6.165091988159053, 8.034596193651108, 5.585969099712243, 11.058825247868043, 9.16140467522083, 22.47344088521765, 28.874866634767827, 6.789068235871217, 36.33581054079631, 16.429707875775243, 16.88079915782491, 9.282944923001338, 6.103741428490305, 4.8703242861351566, 3.6370031438542387, 2.4037780010737673, 1.1706488592932314, 0.0, 0.0, 0.0, 1.1315177431071008, 2.3646434617273466, 3.597865483822876, 13.878200417402274, 24.30144014873721, 58.96819034287494, 56.57794379999871, 82.00611862156829, 80.94659813720413, 100.34460538150726, 98.12306795366652, 87.97762791384287, 43.071272513732296, 48.087965975202394, 46.078125122900765, 64.38704965487513, 58.8859779366645, 64.22765282398328, 68.18184818142925, 52.73081400880394, 64.62228847471259, 54.346940568189, 55.21777815495566, 57.17138006828166]","[10.044000148773193, 4.267999887466431, 0.9809999465942383, 0.12999987602233887, 0.1529998779296875, 28.147000074386597, 0.2350001335144043, 31.252000093460083, 16.438999891281128, 2.568000078201294, 1.687000036239624, 5.947999954223633, 13.819999933242798, 10.60700011253357, 10.812999963760376, 9.309000015258789, 1.2409999370574951, 1.0280001163482666, 1.0889999866485596, 0.8980000019073486, 8.874000072479248, 0.8519999980926514, 8.0239999294281, 10.426000118255615, 11.458999872207642, 0.6150000095367432, 4.482000112533569, 20.60800004005432, 9.11900019645691, 0.9049999713897705, 0.9100000858306885, 1.2290000915527344, 0.6689999103546143, 0.6389999389648438, 0.2070000171661377, 0.22900009155273438, 3.180999994277954, 0.7599999904632568, 0.6100001335144043, 0.23000001907348633, 0.21199989318847656, 0.2200000286102295, 0.20999979972839355, 0.21900010108947754, 0.16299986839294434, 0.33699989318847656, 0.06499981880187988, 0.029999971389770508]",,,,,,,,,,,,,,,True,formal/step4_33_main_model_based_raw.csv,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.228083921786,21.072534292232888
