system,actual_case,forecast_case,method,horizon,gamma_Q,n_runs,completed_count,completed_rate,certified_global_count,certified_global_rate,total_fail_count,total_timeout_count,mean_executed_steps,n_completed,cost_accounting,mean_cost,std_cost,ci95_cost,mean_solve_time_s,std_solve_time_s,ci95_solve_time_s,mean_avg_step_time_s,std_avg_step_time_s,mean_max_step_time_s,std_max_step_time_s,mean_num_vars,mean_num_bin_vars,mean_num_constrs,mean_num_qconstrs,mean_num_genconstrs,mean_model_runtime_s,mean_mip_gap,max_mip_gap,mean_model_status,mean_gurobi_status,min_model_sol_count
33,id_actual,perfect_full_horizon,Perfect-Global,48,,20,20,1.0,0,0.0,0,20,48.0,20,full_day_optimization_objective,1313.0122874524436,45.01318364455955,19.727897548531708,1800.9200499773026,0.4796196377056471,0.21020257419771501,37.51916770786047,0.009992075785534188,1800.9200499773026,0.4796196377056471,11378.0,0.0,6482.0,4752.0,48.0,1800.9200499773026,0.0013148350858413471,0.001528816722596597,9.0,9.0,2.0
