diagnostic_case,case,modified_property,price_variation,time_coupling,mpc_method,mpc_horizon,forecast_case,n_mpc_attempted,n_mpc_completed,n_mpc3_completed,n_mpc_failed,mpc_completion_rate_percent,mpc_solver_fail_count_total,mpc_timeout_count_total,n_perfect_attempted,n_perfect_completed,n_matched_pairs,mean_mpc_cost,std_mpc_cost,ci95_mpc_cost,mean_mpc3_cost,std_mpc3_cost,ci95_mpc3_cost,mean_perfect_cost,std_perfect_cost,ci95_perfect_cost,mean_gap_percent,std_gap_percent,ci95_gap_percent,mean_mpc_avg_step_time_s,std_mpc_avg_step_time_s,ci95_mpc_avg_step_time_s,mean_mpc3_avg_step_time_s,std_mpc3_avg_step_time_s,ci95_mpc3_avg_step_time_s,mean_perfect_solve_time_s,std_perfect_solve_time_s,ci95_perfect_solve_time_s
flat_price,Flat price,Remove price variation,Removed,Strong,MPC-3,3,perfect,20,20,20,0,100.0,0,0,20,20,20,1532.1263353826018,50.607326245321495,22.179638642233417,1532.1263353826018,50.607326245321495,22.179638642233417,1287.0892821746932,46.12423328267636,20.21483652190403,19.054898189043055,1.1760729779753165,0.5154367085496704,1.6191083361705145,0.4839453175131243,0.21209838696100483,1.6191083361705145,0.4839453175131243,0.21209838696100483,1801.0679500102997,0.4175697067832185,0.18300799294353856
