system,actual_case,forecast_case,method,horizon,gamma_Q,n_runs,completed_count,completed_rate,total_fail_count,mean_executed_steps,n_completed,n_perf_rows,allow_partial,policy_eval_mode,policy_stochastic_eval,cost_accounting,voltage_violation_metric,mean_cost,std_cost,ci95_cost,mean_economic_generation_cost,std_economic_generation_cost,ci95_economic_generation_cost,mean_penalized_cost,std_penalized_cost,ci95_penalized_cost,mean_balance_penalty_cost,std_balance_penalty_cost,mean_constraint_penalty,std_constraint_penalty,mean_solve_time_s,std_solve_time_s,ci95_solve_time_s,mean_avg_step_time_s,std_avg_step_time_s,mean_max_step_time_s,std_max_step_time_s,mean_cost_constraint,mean_voltage_violation,std_voltage_violation,ci95_voltage_violation,legacy_mean_cost_constraint
33,id_actual,not_applicable,SAC,0,,20,20,1.0,0,48.0,20,20,False,deterministic_mean_action,False,legacy_penalized_operating_cost,"env.net.res_bus.vm_pu, vmin=0.94, vmax=1.06",1406.2672477390768,44.96833575888128,19.708242096011052,282.9509255744519,0.026544606480440297,0.011633686727144203,1406.2672477390768,44.96833575888128,19.708242096011052,1123.3163221646248,44.95977662756686,1123.3163221646248,44.95977662756684,0.5290190601022914,0.08761352175902679,0.038398318918662806,0.011021230418797738,0.0018252817033130582,0.015784429979976266,0.004355245838922177,0.005533376079314189,0.26560205180708113,0.040385326326137214,0.017699649651915908,0.005533376079314189
33,id_actual,not_applicable,SAC-ICNN,0,,20,20,1.0,0,48.0,20,20,False,deterministic_mean_action,False,legacy_penalized_operating_cost,"env.net.res_bus.vm_pu, vmin=0.94, vmax=1.06",1941.220766545081,44.77684859020331,19.6243191441184,283.09733641723113,0.010234983265742322,0.004485679192831435,1941.220766545081,44.77684859020331,19.6243191441184,1658.1234301278498,44.77704392739668,1658.1234301278498,44.77704392739674,0.5479890401707962,0.07004296808091909,0.030697684243057483,0.011416438336891589,0.0014592285016858143,0.02063703499734402,0.019483604009650157,0.022860139902010787,1.0972867152965178,0.0833874438131154,0.03654615859586978,0.022860139902010787
33,id_actual,not_applicable,SACLag,0,,20,20,1.0,0,48.0,20,20,False,deterministic_mean_action,False,legacy_penalized_operating_cost,"env.net.res_bus.vm_pu, vmin=0.94, vmax=1.06",1415.1080248456217,49.079923806265896,21.510225008418868,282.98466606432305,0.020500373499034354,0.008984684826763303,1415.1080248456217,49.079923806265896,21.510225008418868,1132.1233587812985,49.074070177071164,1132.1233587812985,49.074070177071206,0.5180594797595404,0.09372476303877443,0.04107668850063284,0.010792905828323759,0.0019525992299744674,0.023848469986114652,0.03917000363116594,0.0,0.0,0.0,0.0,0.0
