system,method,scenario_id,split,actual_case,forecast_case,horizon,gamma_Q,cost,perfect_cost,gap_percent,voltage_violation,solve_time_s,avg_step_time_s,max_step_time_s,solver_fail_count,timeout_count,completed,incomplete_reason,seed,solver_kind,solver_window,executed_steps,include_tail,max_steps,final_P_DG_5,final_SOC_BSS_9,step_costs_json,step_times_json,step_P_DG_5_json,step_SOC_BSS_9_json,step_P_BSS_json,step_P_grid_json,step_loss_json,step_load_total_json,step_pv_11_json,step_wind_26_json,mean_num_vars,mean_num_bin_vars,mean_num_constrs,mean_num_qconstrs,mean_num_genconstrs,mean_model_runtime_s,mean_mip_gap,max_mip_gap,mean_std_nn_binary_count,step_model_statuses_json,step_model_sol_counts_json,mean_model_status,min_model_sol_count,num_optimal_steps,num_timelimit_steps,failure_message,diagnostic_case,diagnostic_case_label,modified_property,price_variation,time_coupling,flat_price,relaxed_ramp,relaxed_ramp_value,relaxed_ramp_setting,experiment_tag,gap_to_perfect_percent,cost_accounting,certified_global,gurobi_status
33,MPC-3,80,test_id,id_actual,id_reliable,3,,1517.3324354061097,1270.1374310109813,19.462067518029954,,104.96099853515625,2.186687469482422,24.58799982070923,0,0,True,,100080,pure_mpc_clean,4,48,True,,1.0,0.12499999981240448,"[8.089600287370533, 4.7193251072302385, 5.149369785439953, 6.166149232168917, 5.4512867056137315, 10.920823419733567, 5.471092725516575, 14.012644555947027, 23.698248034746854, 5.924429684053089, 21.87052927162579, 14.380841182231256, 70.01930000355861, 42.735227737795825, 16.729211444862166, 6.05817573939905, 5.596251766046172, 3.401141273113239, 0.9355092251394453, 1.0057566604690171, 0.0, 0.0, 0.0, 0.0, 2.278806927985205, 3.741357771645505, 5.878686536068659, 6.16615, 24.15620462490387, 28.07475804514067, 44.94363791451487, 55.28385524298517, 69.63406047269206, 88.35724720347741, 63.991756964137906, 82.17951154897942, 54.948229580248494, 53.22107300300382, 57.48786780032169, 64.91739168780401, 68.34676188682491, 72.96463276920848, 64.23449078789767, 68.61881909013077, 73.49270234147335, 65.14875871021074, 64.8075355519945, 62.123225102399324]","[16.204999923706055, 0.09999990463256836, 0.1100001335144043, 0.08099985122680664, 0.39499998092651367, 13.085999965667725, 0.43900012969970703, 5.124000072479248, 3.049999952316284, 0.09400010108947754, 0.3339998722076416, 0.3959999084472656, 0.38499999046325684, 0.4049999713897705, 0.9099998474121094, 0.20199990272521973, 0.18499994277954102, 5.947000026702881, 0.07299995422363281, 9.128000020980835, 0.7769999504089355, 0.4789998531341553, 0.05200004577636719, 0.75, 5.823999881744385, 3.888000011444092, 0.16300010681152344, 24.58799982070923, 5.082000017166138, 1.5850000381469727, 0.7730000019073486, 0.1549999713897705, 0.5439999103546143, 0.14700007438659668, 0.49000000953674316, 0.5350000858306885, 0.3959999084472656, 0.4589998722076416, 0.18199992179870605, 0.33699989318847656, 0.15899991989135742, 0.14599990844726562, 0.14699983596801758, 0.1659998893737793, 0.1790001392364502, 0.15199995040893555, 0.11400008201599121, 0.042999982833862305]","[0.3999996395401697, 0.7653950334976722, 0.8351297018625022, 0.9999998755006472, 0.8840864524428033, 1.0, 0.887298026451355, 1.0, 1.0, 0.9608061551013183, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9824925408134284, 0.9075926482368893, 0.551630770290945, 0.15174195969028922, 0.16313590937138264, 0.0, 0.0, 0.0, 0.0, 0.3696125665003004, 0.6068039348943659, 0.9533890453714073, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.75, 0.5447014367719003, 0.3943862293122816, 0.3065362346587591, 0.24646306127687265, 0.19895776345333455, 0.1716389027663728, 0.1484998182742224, 0.14189734190007136, 0.14189734187063444, 0.14189734193012657, 0.12500000066145633, 0.12500000031903366, 0.12500000027351504, 0.14408936713535483, 0.12500004262357417, 0.12500002297397353, 0.12500123330540217, 0.12500000008660717, 0.21568879020627135, 0.26071158416542206, 0.33695450719013137, 0.4441686979776358, 0.4206132766642862, 0.4153902831319682, 0.4110339826344287, 0.41532796393574767, 0.4153277731031585, 0.4153277731031585, 0.4153277731031585, 0.4153277731031585, 0.3920703853668045, 0.3558612574929856, 0.2699110292079092, 0.15242988019735754, 0.1524298793978134, 0.15242987809349656, 0.15129485490272557, 0.148740020464054, 0.12714419914276184, 0.12714419335806668, 0.12591545364459295, 0.12591544323572992, 0.12591539904566554, 0.1259153493900958, 0.12567357402736054, 0.12499999981240448]","[0.49, 0.49, 0.40238518392707545, 0.2946178066208527, 0.17218598952090414, 0.11774341982849748, 0.0931103876496198, 0.05354496733835018, 0.04535260599480139, 0.012940857591547365, 0.0, 0.0, 0.033118789267433245, 0.0, 0.0, -0.03894231257715209, 0.03741508008011884, 0.0, -7.353693853803307e-06, 2.4212674286624014e-06, -0.18500513184411496, -0.09184649967666747, -0.16248944240604501, -0.21871694920650908, 0.046168625774165195, 0.010237067323343342, 0.008535912582607006, -0.008759721854690703, 3.740318748230517e-07, 0.0, 0.0, 0.0, 0.04558447996325385, 0.07096989063268508, 0.16846244782944972, 0.23026305244741962, 0.0, 0.0, 0.002224645836344902, 0.0050074758825111474, 0.04232781017206755, 0.0, 0.0024083302213586855, 0.0, 8.699473291727622e-08, 9.770534345296485e-08, 0.0004738800937251061, 0.0013202054613138928]","[0.09088372541306512, 0.0, 0.0, 0.0, 0.0, 0.0768432067835728, 0.0, 0.12681203322742668, 0.28334703894540375, 0.0, 0.2538081498444572, 0.13276268577343445, 1.0319701010676139, 0.5910153977825587, 0.17071614456342896, 0.0, 0.0, 0.0, -2.0785874247740848e-06, 0.0, -0.052355807332034494, -0.07392703662225841, -0.44853215606857405, -0.44229418996986974, 0.0, 0.0, -2.020786851327058e-06, 0.0, 0.290748357574204, 0.35407851386085926, 0.6267068753860989, 0.793821498876528, 1.0257440076394677, 1.3283409649046853, 0.9345552640668752, 1.2284987725087584, 0.7883972457413898, 0.7604836040889507, 0.8294419038435829, 0.9495150171766306, 1.0049391820092914, 1.0795714386942783, 0.9384782349559219, 1.0093360661031237, 1.088105896427852, 0.9532542821852242, 0.947739564476679, 0.9043567693317063]","[0.03292099102178235, 0.02929344174127552, 0.028263526880933126, 0.028700787448225674, 0.03146659020423965, 0.030814772062355694, 0.03162686460681226, 0.0303144827110443, 0.03133862087390666, 0.03431578175287214, 0.03004125441960657, 0.032977551784778125, 0.04937898246655972, 0.04216446819959995, 0.04174241448639153, 0.046371637020222296, 0.04877876746311885, 0.05977386713891277, 0.07159184753695787, 0.07656155891766916, 0.10038321693124497, 0.11829672146391691, 0.16162024339590575, 0.15409839179938423, 0.1324241684149452, 0.11620898739949433, 0.09662083727177569, 0.08648334078966205, 0.07059867794361345, 0.06192580826526381, 0.05663559215069599, 0.055171804581125264, 0.05618126878725701, 0.06059165718733846, 0.05998128528983443, 0.06279563892995381, 0.04596109889787295, 0.046543385842832234, 0.04841296943705732, 0.048993864110021094, 0.04912695786136914, 0.04997761877692025, 0.05050342710237262, 0.04928804608048911, 0.052264312077834794, 0.04935907008928092, 0.05117239749841042, 0.04881717676840553]","[2.7132089191123425, 2.6088374394562495, 2.5628593867992686, 2.564212480438701, 2.584745443009836, 2.6104840409062655, 2.571779950943961, 2.568325409757719, 2.611434030929823, 2.5966378724417516, 2.5676425932718017, 2.6227183115077537, 3.3413843606459896, 3.317244808256567, 3.379348272315224, 3.3373979030086294, 3.3437969275082597, 3.3671512929798793, 3.3760173159499924, 3.3064905868741383, 3.339738337990356, 3.3533014057877955, 3.340860478391098, 3.350634203687415, 4.104128738089579, 4.101242564656378, 4.090079642291502, 4.127868819061592, 4.130195864594892, 4.058102032715038, 4.1031662446956165, 4.08043217259036, 4.106604983217476, 4.102001025499306, 4.090534978435265, 4.138713804272314, 3.3976452430891904, 3.3771898471780073, 3.319674877517964, 3.3454392241131448, 3.342387902819633, 3.3826620038194175, 3.3357258168705, 3.332130252121777, 3.2903453459754184, 3.322519195856787, 3.333833065763846, 3.3614080882715576]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2714931373609537, 0.5903959433733065, 0.9436496727515377, 1.00563220640961, 1.3719636461126852, 1.5547793214703711, 1.711720382074807, 2.114008177240559, 2.297236608317033, 2.4879912570617635, 2.5583176156757474, 2.3852881857272754, 2.176627516886669, 1.9120041113743236, 1.7046525488479725, 1.4565625283379555, 1.2139612921355032, 0.9952610536154478, 0.8516663316842352, 0.6115842181940371, 0.3875042958821095, 0.3359269714713186, 0.23155402805374803, 0.15489519551388106, 0.11253658656737825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.7652460862453716, 1.382735918770104, 1.3536080321561026, 1.2982955900012332, 1.5599395561397391, 1.4467116529208324, 1.6229983714069798, 1.4182828590954828, 1.3140729513778264, 1.6572066457014154, 1.3438756728140802, 1.5229331475603671, 1.3256744018504498, 1.496900686343137, 1.6599785495405905, 1.4965696351676938, 1.4419357645883517, 1.5033299401143632, 1.7410973600623083, 1.5081920779607163, 1.5634743168571927, 1.3401350552336064, 1.6255110630246756, 1.607426118987472, 1.435483533051794, 1.4237829193881661, 1.3127734310230537, 1.5184589206998682, 1.4534832830223756, 1.5519880201710197, 1.53783389451238, 1.4901161329780854, 1.4798735466302906, 1.3757775316860856, 1.7115715807785865, 1.511193590612758, 1.5003138531463762, 1.5507129831405893, 1.5364212977001213, 1.4399105955802927, 1.344247868915517, 1.3530681726081522, 1.4453426792120885, 1.3720822117315459, 1.2545036750463276, 1.4186238864792746, 1.4367920191081718, 1.5045482906853482]",698.125,0.0,398.5,290.8125,2.9375,2.186687469482422,0.0008175397434883983,0.000999653082533369,nan,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[3, 2, 1, 1, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 8, 1, 2, 1, 1, 1, 2, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2.0,1.0,48,0,,flat_price_relaxed_ramp,Flat price + relaxed ramp,Remove dominant long-term effects,Removed,Weak DG ramp,True,True,0.8,0.8,mpc_diagnostic,19.462067518029954,,,
33,Perfect-Global,80,test_id,id_actual,perfect_full_horizon,48,,1270.1374310109813,1270.1374310109813,0.0,,1800.8670001029968,37.51806250214577,1800.8670001029968,0,1,True,,100080,perfect_global_clean,48,48,True,,1.0,0.12500000000813966,"[26.327807986583025, 20.44386157896705, 10.586435227077876, 12.676191493981499, 6.16615, 9.0846985351042, 6.16615, 7.761548229890605, 13.250146156443618, 6.16615, 11.452550086124008, 7.186528630614822, 41.192729455610895, 33.467205431622844, 16.729214322587502, 6.16615, 6.16615, 6.16615, 3.9891165841733187, 4.044063789965588, 1.5776461336848306, 1.9410214126672483, 0.5954162291178232, 3.061680944009063, 5.528329659400186, 6.16615, 6.16615, 6.16615, 24.156226852074887, 28.07475871916592, 44.94363868760755, 55.28385602470651, 72.27917461447575, 76.7961346438567, 63.57915511708096, 72.03058812049693, 45.165906202984196, 43.18944895855193, 41.2900587654745, 44.979886084145754, 47.475196132623246, 50.54819721433107, 44.876718021853556, 47.04183479433746, 48.16342780703945, 45.16878637301448, 44.99009985672539, 43.7127961328092]","[37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577, 37.51806250214577]",,,,,,,,,11378,0,6482,4752,48,1800.8670001029968,0.0020421998895169997,0.0020421998895169997,,,,9,2,,,,flat_price_relaxed_ramp,Flat price + relaxed ramp,Remove dominant long-term effects,Removed,Weak DG ramp,True,True,0.8,0.8,mpc_diagnostic,0.0,full_day_optimization_objective,False,9
33,MPC-3,81,test_id,id_actual,id_reliable,3,,1467.7337237527818,1194.9854831736363,22.824397820698376,,123.72299933433533,2.577562486131986,13.95900011062622,0,0,True,,100081,pure_mpc_clean,4,48,True,,1.0,0.12499999981137172,"[32.86872823360257, 3.4249469305969287, 4.082558824850839, 5.942191621717788, 5.244408597099451, 20.21785971176177, 5.642497912603961, 11.229436271061354, 11.895839764050393, 12.258993379867434, 18.705393564880723, 13.43555542803881, 54.882441045141675, 46.229599160142335, 10.145991992423456, 5.70448193288238, 5.415104073174727, 3.685038322552169, 2.665842917821221, 0.4458633644441539, 1.1324622771763058, 0.0, 0.0, 0.0, 2.4661718364915175, 4.840674290909594, 3.989535850136914, 6.16615, 14.960634381196716, 25.712142901716383, 43.046753207927225, 60.84080996903703, 67.30643898731316, 70.31583522115419, 80.57527060814346, 80.40932018298057, 55.97073602302674, 66.38311877152498, 57.97020253419968, 77.12472346961943, 71.63345103983768, 60.58394384582791, 49.994573515919434, 56.3692562678736, 57.26644195375356, 55.447062856057386, 60.60165405874506, 62.50358665349907]","[8.046000003814697, 0.4240000247955322, 0.11800003051757812, 0.09000015258789062, 0.502000093460083, 7.908999919891357, 0.3919999599456787, 9.845999956130981, 7.569999933242798, 2.2099997997283936, 0.4780001640319824, 0.36500000953674316, 0.3060002326965332, 0.375, 3.3499999046325684, 0.19099998474121094, 0.16300010681152344, 5.111999988555908, 6.505999803543091, 13.95900011062622, 10.483000040054321, 0.6359999179840088, 8.218000173568726, 12.400999784469604, 5.082000017166138, 0.44499993324279785, 1.0280001163482666, 3.376999855041504, 5.448999881744385, 2.194000005722046, 0.8859999179840088, 0.16700005531311035, 0.1700000762939453, 0.5150001049041748, 0.4570000171661377, 0.6349999904632568, 0.4609999656677246, 0.24099993705749512, 0.48000001907348633, 0.16899991035461426, 0.1659998893737793, 0.37199997901916504, 0.4799997806549072, 0.3789999485015869, 0.3879997730255127, 0.3619999885559082, 0.13100004196166992, 0.03900003433227539]","[0.4, 0.5554913901613925, 0.6621355755726018, 0.9636861924954233, 0.8505406359907679, 1.0, 0.915091451150001, 1.0, 0.9999995826838214, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9251421126478018, 0.8782193772934318, 0.5976706494466163, 0.43238283715517256, 0.0723212820870798, 0.1836871001444285, 0.0, 0.0, 0.0, 0.39999997348185706, 0.7850728203326425, 0.6470504125829415, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.75, 0.5452329588936673, 0.41533991387299707, 0.3189466399762678, 0.2436865004975546, 0.19930466719077097, 0.17547365490653336, 0.1526716346036571, 0.15267073279032678, 0.1526707327200377, 0.1526707326995928, 0.12500000101474532, 0.1250000005734801, 0.12500000000927133, 0.1250000043708437, 0.1250000060003212, 0.12500000603882994, 0.12500000455785135, 0.12500000008625442, 0.12500000008575918, 0.14124860800666603, 0.25571638981398404, 0.42088014641941246, 0.3352334397248741, 0.3349767893013338, 0.33497677771610734, 0.3609893628645383, 0.3609893617297097, 0.36098936086903144, 0.360989359610243, 0.36098935805674237, 0.36098933661201504, 0.3493843737747452, 0.2772291948266017, 0.163109675254324, 0.16310967382541716, 0.16310967038122556, 0.14464264453363845, 0.14143982457718576, 0.1355302768786513, 0.12798950629747297, 0.1279895009232442, 0.12798949642689483, 0.12500007008069539, 0.1250000514234731, 0.12500003059906173, 0.12499999981137172]","[0.49, 0.49, 0.4013434005684121, 0.2545903682405137, 0.18893081683758928, 0.14750987377083769, 0.08698839719179066, 0.04670878446919431, 0.04469196017036047, 1.767940885905878e-06, 0.0, 0.0, 0.05423463448780722, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03314716015864997, -0.23832184047224547, -0.3369340680610433, 0.16786754512129512, 0.0005003263786330919, 0.0, -0.05306567414889695, 0.0, 0.0, 0.0, 0.0, 4.24282329104309e-08, 0.022745727551089827, 0.14142415112522533, 0.22367425874909844, 0.0, 0.0, 0.03619537104563769, 0.00627752749484215, 0.01158271387125647, 0.014779910722825989, 0.0, 0.0, 0.005859276022395367, 3.686161678064417e-08, 4.116845876113667e-08, 6.034387242916966e-08]","[0.49135444417943536, 0.0, 0.0, 0.0, 0.0, 0.22709833877594773, 0.0, 0.08183088922927441, 0.09260108828743965, 0.09847019603826156, 0.20265444145261777, 0.11748534025113229, 0.7873339966891584, 0.6474900874366438, 0.06432067866542958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.08410722539164094, -0.11959679254982575, 0.0, 0.0, -2.020725539297023e-06, 0.0, 0.0, 0.14213308090822974, 0.31589483477521424, 0.5960501528553894, 0.8836308681864571, 0.988125882623243, 1.036762589432795, 1.2025716461922173, 1.1998896191188777, 0.8049226023923512, 0.9732035357014137, 0.8372372126739341, 1.146805227791829, 1.0580573905428312, 0.8794794964982289, 0.7083381578330413, 0.8113633336221996, 0.8258633043030877, 0.7964591976736547, 0.8797657221615364, 0.9105040267232173]","[0.02572457630283221, 0.030035065088278697, 0.02943626479120827, 0.029097519189749017, 0.03172421661515694, 0.029641936632148196, 0.03309283161102977, 0.03134532607479121, 0.03245617215241976, 0.03355816778506904, 0.03328589542939336, 0.033521149755598965, 0.048470838550600345, 0.04293429646434356, 0.04457537603796742, 0.0483004039179698, 0.04741152525172782, 0.05419272871949396, 0.06550625854645763, 0.0863976630566539, 0.0957217451601054, 0.10550886956412774, 0.13684980624096826, 0.1015460433936535, 0.1224457420577898, 0.09894043403967082, 0.10961159994324071, 0.07855185014621212, 0.07378219263922886, 0.06711941581190013, 0.05783465114888295, 0.05528172660012764, 0.05479358177144555, 0.056993753942095764, 0.060223944731107745, 0.060929515638599704, 0.04561834748830771, 0.04703693238185627, 0.04738518826898981, 0.05095980277160213, 0.0491420229894104, 0.04993465424248434, 0.051191608223448204, 0.05041776375545461, 0.049509308409772024, 0.05079356728332715, 0.04830462737816096, 0.05179982317666418]","[2.685283393583955, 2.595427948046338, 2.5998746895187845, 2.58831741550506, 2.597409261724422, 2.637581923879786, 2.59364918093377, 2.5831731382207015, 2.617016450528968, 2.5944647207977733, 2.650015712561016, 2.5992595972605113, 3.3980804786072563, 3.3751603029209583, 3.356584181126108, 3.3842866226336055, 3.3447385442431106, 3.305814420007008, 3.3412319986046493, 3.354550245922482, 3.372780544253877, 3.303649038485524, 3.312120714277433, 3.301280125276448, 4.092527987105706, 4.103397650432869, 4.09633948615209, 4.082269028084282, 4.102060187714434, 4.111667701899945, 4.074119847636103, 4.1026730188380505, 4.0692538890573395, 4.095942858967989, 4.091854493485501, 4.1036176582754536, 3.379257923921622, 3.3505620095735598, 3.3158183195650084, 3.355504301563778, 3.328690919981976, 3.37374376554219, 3.373226499205291, 3.3585399079124976, 3.349109661914482, 3.3817570358115945, 3.3005727235741427, 3.3845052556417423]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25228914067079333, 0.7173702150289141, 0.9571362345173189, 1.0164010012496143, 1.2095994193355355, 1.4983678035252288, 1.8626544721766578, 2.040533526107394, 2.027084579666436, 2.227288990495797, 2.334098286279889, 2.172818114868093, 1.9669721265690383, 2.0938242864016914, 1.5595027702599875, 1.4874741539190852, 1.3690737127398762, 1.084934243739314, 0.8807577426689912, 0.6874324869290043, 0.5128116518671046, 0.30998531655838085, 0.23737332865120003, 0.1442417522665954, 0.08304051114285976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.3296534089142569, 1.5799715923219018, 1.5658319824393456, 1.3991383781934825, 1.5896619861040748, 1.292615617608818, 1.6246621353037052, 1.4859787090073566, 1.5121795017983446, 1.5295508468351897, 1.4806471301601467, 1.5152953717493851, 1.6049826864075134, 1.5183153145104407, 1.6194686625698704, 1.550308688655376, 1.4975296947049825, 1.5527369400817896, 1.4759857251624626, 1.5059695576923264, 1.2442799603375134, 1.4993277139335033, 1.5796001630370424, 1.4056619427330004, 1.4742881001983255, 1.4497949037240458, 1.4650763647109153, 1.654383781233423, 1.5462351433222299, 1.4938185685408416, 1.4509700997602146, 1.3935661315688423, 1.4484890592746007, 1.5806166444789462, 1.4980973247591542, 1.5036099678160502, 1.475711858920962, 1.3413548884041677, 1.4897709245402748, 1.2533813494738835, 1.3081928389729067, 1.529418957034422, 1.7160798818612424, 1.5975942756810915, 1.566896390425081, 1.6360913689444743, 1.469111588029583, 1.5258009921703073]",698.125,0.0,398.5,290.8125,2.9375,2.577562486131986,0.0008717771190019752,0.000999457953044185,nan,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 8, 6, 1, 7, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2.0,1.0,48,0,,flat_price_relaxed_ramp,Flat price + relaxed ramp,Remove dominant long-term effects,Removed,Weak DG ramp,True,True,0.8,0.8,mpc_diagnostic,22.824397820698376,,,
33,Perfect-Global,81,test_id,id_actual,perfect_full_horizon,48,,1194.9854831736363,1194.9854831736363,0.0,,1801.3320000171661,37.52775000035763,1801.3320000171661,0,1,True,,100081,perfect_global_clean,48,48,True,,1.0,0.12500000000815398,"[40.66422791116114, 11.004782624932968, 6.16615, 9.102571388435466, 6.16615, 15.329638968366673, 6.16615, 6.16615, 7.6361850203872885, 6.16615, 10.101104714907619, 6.30208425777236, 33.05230081777882, 34.321896957469555, 10.14599197649794, 6.16615, 6.16615, 6.16615, 5.73282230052771, 3.465756952082297, 4.138088171366951, 2.2272728818582044, 0.6344985313969493, 2.6077214915599525, 5.074299528978259, 6.16615, 6.16615, 6.16615, 14.960634492076656, 25.712142816358785, 43.046753320721855, 60.84081004150544, 67.3064411937651, 67.03120933469845, 69.07508270513365, 70.28541595234917, 44.70354675692849, 47.76167877036094, 40.627778576659054, 50.74594377902717, 48.54415949244699, 42.01882372902258, 34.40568950554669, 38.851652092519146, 39.96975978431871, 37.35334639970785, 41.03976236091451, 41.33595757409502]","[37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763, 37.52775000035763]",,,,,,,,,11378,0,6482,4752,48,1801.3320000171661,0.002073531676006796,0.002073531676006796,,,,9,3,,,,flat_price_relaxed_ramp,Flat price + relaxed ramp,Remove dominant long-term effects,Removed,Weak DG ramp,True,True,0.8,0.8,mpc_diagnostic,0.0,full_day_optimization_objective,False,9
