diagnostic_case,case,modified_property,price_variation,time_coupling,mpc_method,mpc_horizon,forecast_case,n_mpc_attempted,n_mpc_completed,n_mpc3_completed,n_mpc_failed,mpc_completion_rate_percent,mpc_solver_fail_count_total,mpc_timeout_count_total,n_perfect_attempted,n_perfect_completed,n_matched_pairs,mean_mpc_cost,std_mpc_cost,ci95_mpc_cost,mean_mpc3_cost,std_mpc3_cost,ci95_mpc3_cost,mean_perfect_cost,std_perfect_cost,ci95_perfect_cost,mean_gap_percent,std_gap_percent,ci95_gap_percent,mean_mpc_avg_step_time_s,std_mpc_avg_step_time_s,ci95_mpc_avg_step_time_s,mean_mpc3_avg_step_time_s,std_mpc3_avg_step_time_s,ci95_mpc3_avg_step_time_s,mean_perfect_solve_time_s,std_perfect_solve_time_s,ci95_perfect_solve_time_s
flat_price_relaxed_ramp,Flat price + relaxed ramp,Remove dominant long-term effects,Removed,Weak DG ramp,MPC-3,3,perfect,20,20,20,0,100.0,0,0,20,20,20,1469.2680350492087,42.351720135757965,18.56145973676988,1469.2680350492087,42.351720135757965,18.56145973676988,1216.446347222027,45.61139180667352,19.990073835107392,20.825746148320498,1.4869596902179614,0.6516888176373605,1.5604197931786379,0.38252185016310103,0.16764759252936184,1.5604197931786379,0.38252185016310103,0.16764759252936184,1716.3827999711036,377.92740237300546,165.63398700412728
