system,scenario_id,actual_case,forecast_case,split,baseline,target,baseline_cost,target_cost,cost_diff,cost_reduction_percent,baseline_solve_time_s,target_solve_time_s,time_diff_s,time_reduction_percent
33,85,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1488.4148741058668,1356.1159704405036,-132.29890366536324,8.888577100846225,425.2300000190735,36.182000398635864,-389.0479996204376,91.49119290807025
33,85,id_actual,high_error,test_id,MPC-7,Proposed-H3,1664.5902920184492,1369.032376029472,-295.55791598897713,17.755595320130666,678.913999080658,43.64299988746643,-635.2709991931915,93.5716453119887
33,85,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1662.4138647783489,1354.5318203885606,-307.88204438978823,18.52018025793104,2243.2890005111694,31.087000608444214,-2212.201999902725,98.61422221562354
33,86,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1473.308332158861,1352.3001686177295,-121.00816354113158,8.213363143329033,448.8300006389618,33.78299951553345,-415.04700112342834,92.47309683678911
33,86,id_actual,high_error,test_id,MPC-7,Proposed-H3,1673.8529837273168,1365.7998385006083,-308.05314522670847,18.40383523651756,839.4040005207062,46.016000270843506,-793.3880002498627,94.51801513427402
33,86,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1581.213020591333,1335.8588037247207,-245.3542168666122,15.516835092520049,1904.3929998874664,34.60599946975708,-1869.7870004177094,98.1828330879287
33,87,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1467.2280971977652,1363.7372245333115,-103.49087266445372,7.053495830819299,534.0290002822876,35.43200063705444,-498.59699964523315,93.36515421104002
33,87,id_actual,high_error,test_id,MPC-7,Proposed-H3,1578.208987378323,1405.8460096793565,-172.36297769896646,10.921429232594287,1182.9019992351532,48.7049994468689,-1134.1969997882843,95.8825837238959
33,87,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1606.3248428313289,1354.485650563655,-251.83919226767375,15.677974065555677,1935.2009992599487,28.566999912261963,-1906.6339993476868,98.52382259397415
33,88,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1441.621494663271,1347.1445407007068,-94.47695396256427,6.553520068361069,661.6949982643127,34.27499961853027,-627.4199986457825,94.82012109681396
33,88,id_actual,high_error,test_id,MPC-7,Proposed-H3,1559.5977959876755,1372.9199848561957,-186.67781113147976,11.969612396974364,1020.6980011463165,53.58700084686279,-967.1110002994537,94.74996514280612
33,88,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1603.978344969068,1354.3962099616717,-249.58213500739635,15.560193551877996,2190.2410006523132,29.86099910736084,-2160.3800015449524,98.63663409193475
33,89,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1594.4863675371605,1412.3700644144765,-182.11630312268403,11.421628107362272,628.6230003833771,31.35999894142151,-597.2630014419556,95.01131856099823
33,89,id_actual,high_error,test_id,MPC-7,Proposed-H3,1663.810643501289,1438.2409666591425,-225.56967684214646,13.557412781508734,534.6500005722046,39.903000593185425,-494.74699997901917,92.53661263434404
33,89,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1681.9549985901897,1420.3767566817178,-261.5782419084719,15.552035704149406,1587.7139990329742,44.459999084472656,-1543.2539999485016,97.19974761754624
33,90,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1454.6581745087865,1353.3465357723262,-101.31163873646028,6.964635438883882,423.25299978256226,37.68300008773804,-385.5699996948242,91.09681440956192
33,90,id_actual,high_error,test_id,MPC-7,Proposed-H3,1603.8996350962445,1389.7925660604963,-214.10706903574828,13.349156290748857,564.5070004463196,42.80000042915344,-521.7070000171661,92.4181630351237
33,90,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1568.573757199788,1355.8246441747706,-212.74911302501732,13.563220221458778,1255.954999446869,44.84499979019165,-1211.1099996566772,96.42941030451397
33,91,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1499.9132642117559,1377.9501625397597,-121.96310167199613,8.131343630465922,973.8869993686676,39.046000480651855,-934.8409988880157,95.99070523521067
33,91,id_actual,high_error,test_id,MPC-7,Proposed-H3,1650.626288733001,1411.17294492989,-239.453343803111,14.506817529660953,796.8630006313324,42.36300015449524,-754.5000004768372,94.68377875231599
33,91,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1696.5235634179573,1378.494774891677,-318.0287885262803,18.745910483291674,1688.9529995918274,32.80899930000305,-1656.1440002918243,98.05743562384909
33,92,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1393.08263151769,1239.9077463304623,-153.1748851872278,10.99539120808303,809.3009991645813,37.024999380111694,-772.2759997844696,95.42506441752431
33,92,id_actual,high_error,test_id,MPC-7,Proposed-H3,1540.6263629506088,1287.93342316686,-252.6929397837489,16.401961297078625,783.4170005321503,49.792999029159546,-733.6240015029907,93.64412579822282
33,92,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1511.8154328840878,1231.476801788358,-280.33863109572985,18.543178287373895,2023.8310000896454,43.52299880981445,-1980.308001279831,97.84947464447937
33,93,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1431.481424207229,1298.7045541396787,-132.77687006755036,9.275486766521174,825.5789997577667,38.999000549316406,-786.5799992084503,95.2761636910872
33,93,id_actual,high_error,test_id,MPC-7,Proposed-H3,1610.9861287337462,1331.3571723639413,-279.6289563698049,17.357626573085174,901.822999715805,52.0629997253418,-849.7599999904633,94.22691595338014
33,93,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1614.3466084632428,1285.3156913584537,-329.03091710478907,20.381677353539708,2391.7469997406006,46.7979998588562,-2344.9489998817444,98.04335492575377
33,94,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1463.451193732054,1329.942741735306,-133.5084519967479,9.122849642582082,359.2650001049042,36.91800022125244,-322.34699988365173,89.72401981532504
33,94,id_actual,high_error,test_id,MPC-7,Proposed-H3,1589.5930774015437,1433.5771361691618,-156.01594123238192,9.814835221062747,541.4350008964539,42.56399917602539,-498.87100172042847,92.13866870343583
33,94,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1518.8252296372111,1328.3458867467634,-190.4793428904477,12.54122852146365,1901.3119995594025,42.293999671936035,-1859.0179998874664,97.7755360676345
33,95,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1414.7094449411234,1291.0736712531889,-123.63577368793449,8.739305030446015,429.5899999141693,36.13499975204468,-393.45500016212463,91.58849140825804
33,95,id_actual,high_error,test_id,MPC-7,Proposed-H3,1521.0822825739851,1305.3034438435316,-215.77883873045357,14.185875491581642,441.3839998245239,48.600000619888306,-392.7839992046356,88.98917934514851
33,95,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1492.9369289816177,1280.8902384122428,-212.04669056937496,14.203325435456883,1062.1090006828308,41.86900091171265,-1020.2399997711182,96.05793747300936
33,96,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1467.2076984609826,1355.1542438446643,-112.05345461631828,7.637191021683977,501.6319992542267,35.91199970245361,-465.71999955177307,92.84096713211203
33,96,id_actual,high_error,test_id,MPC-7,Proposed-H3,1568.841890801351,1359.902890394033,-208.93900040731796,13.318040628083544,578.2519991397858,55.109999895095825,-523.1419992446899,90.469553070793
33,96,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1581.0093081840932,1349.2053094603355,-231.8039987237578,14.66177318019727,2345.436000108719,42.56499981880188,-2302.871000289917,98.18519883651359
33,97,id_actual,high_error,test_id,MPC-7,Proposed-H3,1474.91154812102,1294.6976908494428,-180.21385727157713,12.218621347236896,516.0120010375977,44.01099920272827,-472.0010018348694,91.47093495611907
33,97,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1522.7884597841664,1281.6894017747768,-241.09905800938964,15.832734774176185,963.488000869751,43.722999811172485,-919.7650010585785,95.46200889147521
33,98,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1425.630974738197,1318.8204067218046,-106.81056801639238,7.492161008637392,909.5370004177094,36.87700057029724,-872.6599998474121,95.945519472725
33,98,id_actual,high_error,test_id,MPC-7,Proposed-H3,1579.9819616453756,1357.8553957043007,-222.1265659410749,14.058803918859603,590.0269994735718,50.5670006275177,-539.4599988460541,91.42971411941588
33,98,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1516.7172647125851,1315.3267256590173,-201.39053905356786,13.278054106658498,1151.4819996356964,40.74600005149841,-1110.735999584198,96.46142969977912
33,99,id_actual,biased_ood,test_id,MPC-7,Proposed-H3,1566.2972151164558,1371.8988951337521,-194.3983199827037,12.411330244767752,373.56100034713745,37.02600026130676,-336.5350000858307,90.08836569478619
33,99,id_actual,high_error,test_id,MPC-7,Proposed-H3,1656.2148484815648,1393.2438940858694,-262.97095439569534,15.877828570175534,568.0839998722076,46.9109992980957,-521.1730005741119,91.74224246614084
33,99,id_actual,id_reliable,test_id,MPC-7,Proposed-H3,1647.0825875150188,1365.945573191026,-281.13701432399284,17.068786741783786,2333.5370004177094,42.74800086021423,-2290.788999557495,98.16810271906714
