system,method,scenario_id,split,actual_case,forecast_case,horizon,gamma_Q,cost,perfect_cost,gap_percent,voltage_violation,solve_time_s,avg_step_time_s,max_step_time_s,solver_fail_count,timeout_count,completed,incomplete_reason,seed,solver_kind,solver_window,executed_steps,include_tail,max_steps,final_P_DG_29,final_P_DG_64,final_SOC_BSS_12,final_SOC_BSS_34,final_SOC_BSS_68,final_SOC_BSS_103,step_costs_json,step_times_json,step_P_DG_total_json,step_SOC_mean_json,step_SOC_total_json,step_P_BSS_json,step_P_grid_json,step_loss_json,step_load_total_json,step_wt_total_json,step_pv_total_json,mean_num_vars,mean_num_bin_vars,mean_std_nn_binary_count,mean_num_constrs,mean_num_qconstrs,mean_num_genconstrs,mean_model_runtime_s,mean_mip_gap,max_mip_gap,step_model_statuses_json,step_model_sol_counts_json,icnn_relax_on_infeasible,icnn_relax_count,icnn_relax_steps_json,step_icnn_relaxed_json,icnn_exogenous_clip_enabled,total_icnn_clip_count,max_icnn_clip_violation,step_icnn_clip_count_json,step_icnn_clip_max_violation_json,mean_model_status,min_model_sol_count,num_optimal_steps,num_timelimit_steps,failure_message,experiment_tag,dispatch_plot_scenario,policy_asset_dir,policy_training_source,policy_retrained_under_v2_protocol,policy_eval_protocol,cost_accounting,penalized_cost,economic_generation_cost,balance_penalty_cost,constraint_penalty,step_economic_costs_json,step_penalized_costs_json,step_balance_penalties_json,step_reward_penalties_json,step_balance_errors_json,step_cost_constraints_json,mean_economic_generation_cost,mean_penalized_cost,mean_balance_penalty,mean_constraint_penalty,mean_cost_constraint
119,Proposed-H3,801,test_id,id_actual,id_reliable,3,0.3,2062.16956729719,,,,635.7180001735687,13.244125003616015,37.45799994468689,0,0,True,,200801,proposed,4,48,True,,0.9999937467124971,0.9999937416478685,0.1250028742319849,0.12500285559648638,0.12500283558639722,0.12500285222369706,"[2.466076, 4.932332203907414, 7.398770580269236, 9.865422574331406, 12.332171122759224, 12.332204524288871, 12.33219506998485, 12.332194530062475, 12.332194755892765, 12.332204674171917, 12.332270471124835, 104.02973482664484, 38.32254166664776, 24.708958623114306, 12.332300000000002, 12.332300000000002, 12.332300000000002, 9.865456000000002, 7.39881633663286, 7.398816336483691, 7.398816336483691, 7.398816336483691, 7.398816336483582, 7.398816336621528, 7.398816965418597, 7.398816336624427, 7.398816336634679, 7.398816336634655, 6.1655863367587616, 7.143552705104926, 9.610184826207394, 10.843490947926702, 12.076893069646008, 85.43201691119566, 114.08271553635312, 177.01184305037827, 12.639335787006353, 12.332300000000002, 66.49448748784323, 66.40063423653854, 85.63081642892176, 122.90684189587824, 139.59438368680827, 152.63057328515666, 151.2059762198122, 135.05882984913973, 158.33613158334677, 137.6731818354664]","[21.514999866485596, 23.090999841690063, 15.730000019073486, 28.280999898910522, 12.467999935150146, 12.73800015449524, 11.111000061035156, 11.749000072479248, 11.332000017166138, 11.872999906539917, 13.026000022888184, 11.384000062942505, 12.584999799728394, 11.634000062942505, 33.86199998855591, 2.7230000495910645, 2.432000160217285, 2.386000156402588, 3.4689998626708984, 2.555999994277954, 3.63100004196167, 2.555999994277954, 4.102999925613403, 5.834000110626221, 6.341000080108643, 3.986999988555908, 4.552000045776367, 11.986000061035156, 11.141999959945679, 4.118000030517578, 26.926000118255615, 26.825999975204468, 26.542999982833862, 24.480000019073486, 25.88699984550476, 10.447999954223633, 16.857999801635742, 27.01900005340576, 9.752000093460083, 34.39199995994568, 37.45799994468689, 0.4230000972747803, 26.413000106811523, 26.645999908447266, 0.5, 0.500999927520752, 0.33500003814697266, 0.11600017547607422]","[0.4, 0.7999980868853763, 1.1999945803410452, 1.5999945798000264, 1.9999791033035195, 1.9999845191676695, 1.9999829862071516, 1.9999828986618726, 1.9999829352789429, 1.9999845434703354, 1.9999952120643096, 1.59999532152766, 1.999994646993476, 1.9999993249982495, 2.0, 2.0, 2.0, 1.6, 1.2000020006248158, 1.2000020006006251, 1.2000020006006251, 1.2000020006006251, 1.2000020006006076, 1.2000020006229781, 1.200002102594645, 1.2000020006234482, 1.2000020006251106, 1.2000020006251069, 1.0000020007231154, 1.1585869153219277, 1.5585869152218859, 1.7585869152218858, 1.9585869152218858, 2.0, 2.0, 1.9999995714361305, 2.0, 2.0, 1.9999994546441338, 1.9999993296653629, 1.9999838097219023, 1.9999838128879182, 1.9999993317893268, 2.0, 1.9999838151115523, 1.9999874875899741, 1.9999874894210015, 1.9999874883603654]","[1.0995265685581073, 0.9875192315945576, 0.9009654546090954, 0.830361700319888, 0.8070639790238588, 0.7958083308597707, 0.8245672812006357, 0.89627620784516, 0.8910891030382678, 0.8893547455698938, 0.9055886456349336, 1.1555879217199707, 0.907702561211761, 0.7053295400687911, 0.6087024134367256, 0.6546700308641726, 0.7463028219798858, 0.9130088637197826, 1.0979519159208255, 1.3115592077615608, 1.5037201355571788, 1.6582838633547703, 1.7867892987986, 1.9247047366909438, 1.993124445209998, 2.0894265364741655, 2.169627280582925, 2.2065959247305185, 2.3380293793578124, 2.3749999999493974, 2.3601325142062097, 2.2496889848503914, 2.0018154840529325, 1.7518154840529327, 1.5018154840529327, 1.251815744180053, 1.0143909005531768, 0.7958830727810513, 0.5843532070285766, 0.427739055698346, 0.3222163943740448, 0.2592267598831595, 0.21666707821716014, 0.17986791148522888, 0.16551767753900215, 0.155819750051846, 0.14738903260902791, 0.12500285440964137]","[4.398106274232429, 3.9500769263782303, 3.6038618184363815, 3.321446801279552, 3.2282559160954354, 3.1832333234390826, 3.298269124802543, 3.58510483138064, 3.5643564121530713, 3.557418982279575, 3.6223545825397343, 4.622351686879883, 3.630810244847044, 2.8213181602751645, 2.4348096537469024, 2.6186801234566905, 2.9852112879195434, 3.6520354548791305, 4.391807663683302, 5.246236831046243, 6.014880542228715, 6.633135453419081, 7.1471571951944, 7.698818946763775, 7.972497780839992, 8.357706145896662, 8.6785091223317, 8.826383698922074, 9.35211751743125, 9.49999999979759, 9.440530056824839, 8.998755939401565, 8.00726193621173, 7.007261936211731, 6.007261936211731, 5.007262976720212, 4.057563602212707, 3.183532291124205, 2.3374128281143065, 1.710956222793384, 1.2888655774961792, 1.036907039532638, 0.8666683128686405, 0.7194716459409155, 0.6620707101560086, 0.623279000207384, 0.5895561304361117, 0.5000114176385655]","[1.1797117025044377, 0.8739762181093547, 0.6585747520077386, 0.5432671828487282, 0.1712588882636048, 0.08079560720772122, -0.23945562845456406, -0.5881485214676464, 0.04010536714047811, 0.005388995489525705, -0.15247244878975086, -2.0399942054384685, 1.9434205851287232, 1.5866038444862915, 0.7575566787239305, -0.3803861276189925, -0.7477235764240402, -1.3603213084187311, -1.5194701228326886, -1.7488162087583567, -1.5772065895603464, -1.276134846391981, -1.0674752580768425, -1.142914410252542, -0.5893460067200093, -0.8098384266678907, -0.6806108847014736, -0.33488634295470276, -1.0824112835399258, -0.31770980343291017, 0.11656109045292928, 0.8658772706149467, 1.9433282462520738, 1.96, 1.96, 1.9599979200727202, 1.8614107740347094, 1.713101369733464, 1.6583936280414484, 1.2278537453568448, 0.8272686736885909, 0.49380974075299505, 0.3336667089464939, 0.2885054692254414, 0.11247670717500416, 0.07600912786383679, 0.06607426563195123, 0.17548518331518614]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.942634614942986, 0.4226060923660573, 0.2012465493672577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7902672098507639, 1.1000044922848986, 1.7803194129025044, 0.0049924518212414665, 0.0, 0.880686030101524, 0.8791599735077539, 1.1918474191875321, 1.7979616541051022, 2.069302240778819, 2.2812727363440106, 2.2581101794745333, 1.9955545856512458, 2.3740472965929444, 2.038064373969545]","[0.05444631147028649, 0.05775041584670443, 0.0615212448192808, 0.053303861841613655, 0.054594986880842994, 0.0559531335638643, 0.06006855113429368, 0.056823861731597036, 0.05679248077971772, 0.056140234406053716, 0.06299981205259468, 0.07067828668784684, 0.08529241694922313, 0.08227787536325601, 0.07269577711202117, 0.06719554509582946, 0.06315558536788789, 0.0680086546455425, 0.4762213130425403, 0.5703510189307018, 0.5254157190586948, 0.44962848553567797, 0.34595469601589296, 0.3834492339426417, 0.35523166232976977, 0.31732851729317324, 0.41327675167071726, 0.3996638762281527, 0.19113214142282253, 0.2344792752521155, 0.08746748085214871, 0.09383514905113174, 0.09812298284675086, 0.11070323390650956, 0.11489812427946336, 0.1204960965000963, 0.08397800938211875, 0.08392719009859526, 0.09078546996938926, 0.08846962973562444, 0.09514896594723539, 0.092540167512558, 0.09727333638891905, 0.09523274873767942, 0.09888288450429081, 0.0948568634431135, 0.09786856362021283, 0.09560330556181022]","[7.846583213501656, 7.902230452482172, 7.89126350794242, 7.88931573235261, 7.932646720614636, 7.942707116993597, 8.0064475229443, 7.737532803892846, 7.930611900549094, 8.013517206872312, 7.983590755455176, 7.931812284443925, 10.15724163712004, 10.195210119727586, 10.20533057381085, 10.23279483180151, 10.15183274615719, 10.235608994371997, 10.179499357930588, 10.168981585277308, 10.223103258427708, 10.29260261902358, 10.158519478081782, 10.287658441300303, 12.507608889541634, 12.506946681332524, 12.433452103878022, 12.508036807015777, 12.466163885287594, 12.543943458929933, 12.435799167834055, 12.451299549810225, 12.517908596510273, 12.475222329019969, 12.465958563897685, 12.491581916891393, 10.206814699565381, 10.165366222315269, 10.2298219553573, 10.13889767298651, 10.20494288117624, 10.117176202869773, 10.305046562756216, 10.215609188418062, 10.262350244554371, 10.197817660592701, 10.233818907644267, 10.1367643193933]","[6.321315257822395, 6.28600610467649, 6.094215916078261, 5.799351409797608, 5.816003615702514, 5.917879348620043, 6.30598866935776, 6.382522303328315, 5.947314523940621, 6.064283799319524, 6.199066461985414, 5.499853295980947, 5.876510546459092, 5.76208411258558, 5.701499051931988, 6.1596526194751355, 5.718083887282127, 5.798298862381346, 5.99464689485035, 5.745182978575497, 6.168049791115201, 5.581709091429918, 6.0183155871379626, 5.908890833558801, 5.847746934194692, 5.908710193663074, 6.059389195825125, 6.208191829850319, 6.185939035150767, 6.120238702556181, 6.24898827126607, 6.146259554984562, 5.824855453231255, 5.818024807870621, 6.1391670086055585, 5.999381681403934, 5.7982078521046345, 6.162213139827024, 5.781526122809009, 6.120352698165798, 6.280991814896164, 5.917958461133554, 5.999349857219301, 5.741060335169867, 5.990659938877303, 6.22112354451474, 5.89157879003794, 6.018830872800598]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7275519283284984, 1.8189673048540063, 2.5207203816186956, 3.2446244712801393, 4.265636778280908, 5.123244757798023, 6.274227860632437, 7.460356714989767, 8.105276141232132, 9.19800824688965, 9.89245262724908, 9.500192320549921, 9.240682228507879, 8.65758491263201, 7.9440273726498685, 6.557680091290278, 5.822778492330461, 4.599127478548185, 3.774406075450731, 2.8892549166626775, 2.017630950281214, 1.3816800346573646, 0.8723773650177317, 0.6261764429227715, 0.37396861067895293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4374.3125,0.0,nan,3000.1875,1068.25,243.875,13.244125003616015,0.00019531789248627033,0.0009950707814040563,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[6, 3, 3, 4, 3, 3, 4, 1, 3, 3, 6, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 3, 3, 4, 2, 1, 4, 2, 2, 2, 2, 2, 2, 2, 2]",False,0,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",True,0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,1.0,48,0,,dispatch_trajectory_plot_119,801,,,,,,,,,,,,,,,,,,,,
119,SAC,801,test_id,id_actual,not_applicable,0,,2799.88716801767,,,,0.6632043002173305,0.013816756254527718,0.03959739999845624,0,0,True,,200801,policy,0,48,False,,,,,,,,"[2.446523866668341, 4.888994680116447, 7.324789395111245, 9.7583313428763, 12.200440963256671, 17.819473291888098, 12.3323, 12.3323, 12.3323, 14.01690642033773, 13.279079121109161, 33.13903189389143, 164.2653009423297, 129.5745922016277, 66.96436908093192, 12.3323, 12.3323, 11.195955866456924, 9.02508271928233, 6.7407061476765655, 4.413971073981145, 2.3031162866759978, 0.08294916337172042, 0.0, 2.418150600138466, 4.846793930887214, 7.291132477385603, 9.745993143883826, 12.205299246465803, 12.3323, 12.3323, 12.3323, 19.586743367245713, 95.8224265654172, 169.22472444851627, 244.33922192143774, 72.8581963426073, 63.21470585269404, 114.06313964378225, 105.58683389393222, 136.61037927926205, 159.3018199884686, 166.2711857773926, 176.39572087581763, 163.97621400429344, 145.3830376639335, 168.3538153925224, 154.29361914399635]","[0.03959739999845624, 0.012970400042831898, 0.013182499911636114, 0.014939199667423964, 0.01473599998280406, 0.014701299834996462, 0.014786900021135807, 0.00998089974746108, 0.015116200316697359, 0.014636300038546324, 0.015356800053268671, 0.012862300034612417, 0.01449699979275465, 0.014036300126463175, 0.013979400042444468, 0.015368899796158075, 0.01407449971884489, 0.012363099958747625, 0.014813499990850687, 0.014726700261235237, 0.012208400294184685, 0.014163299929350615, 0.011480700224637985, 0.014570600353181362, 0.01138689974322915, 0.011140599846839905, 0.014242500066757202, 0.013992299791425467, 0.014091200195252895, 0.009878200013190508, 0.013100899755954742, 0.011772400233894587, 0.01679519983008504, 0.016541399993002415, 0.009969799779355526, 0.015350500121712685, 0.013381099794059992, 0.012610400095582008, 0.007770199794322252, 0.013947200030088425, 0.008265300188213587, 0.009215400088578463, 0.012036699801683426, 0.017234399914741516, 0.011460800189524889, 0.013796600047498941, 0.014960500411689281, 0.011115200351923704]","[0.39682874679565433, 0.7929695129394532, 1.187997078895569, 1.5826289772987367, 1.9786197781562807, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.815745049715042, 1.4637258708477021, 1.0932754695415499, 0.7159284770488741, 0.37356873154640213, 0.013454926013946517, 0.0, 0.39222674369812016, 0.7861252784729004, 1.1825389146804808, 1.580628216266632, 1.9794074892997742, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[1.0258271507918835, 0.7922401428222656, 0.5797097645699978, 0.40346081444295123, 0.29952569940360263, 0.2818712199223228, 0.25195065868319944, 0.19795578328194097, 0.14378342760028318, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.17388338688760996, 0.3522302145138383, 0.5766809852793813, 0.8178319120779634, 1.063607138581574, 1.3120494717732072, 1.5613497951999307, 1.7670515635982156, 1.94884199090302, 2.070828776806593, 2.0737091535702348, 1.9704193072393537, 1.8524232963100076, 1.6666807290166616, 1.446620499715209, 1.2029863949865103, 0.955640341155231, 0.7685759691521525, 0.5974158206954598, 0.47310147155076265, 0.34866382274776697, 0.22404744941741228, 0.13703654799610376, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[4.103308603167534, 3.1689605712890625, 2.318839058279991, 1.613843257771805, 1.1981027976144105, 1.1274848796892911, 1.0078026347327977, 0.7918231331277639, 0.5751337104011327, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6955335475504398, 1.4089208580553532, 2.306723941117525, 3.2713276483118534, 4.254428554326296, 5.248197887092829, 6.245399180799723, 7.068206254392862, 7.79536796361208, 8.283315107226372, 8.294836614280939, 7.881677228957415, 7.40969318524003, 6.666722916066647, 5.786481998860836, 4.811945579946041, 3.822561364620924, 3.07430387660861, 2.3896632827818394, 1.8924058862030506, 1.3946552909910679, 0.8961897976696491, 0.548146191984415, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[1.7575151377916336, 1.831322142481804, 1.6662381654977798, 1.3817166055087002, 0.8040979766845702, 0.138411119133234, 0.23457720011472702, 0.4233198231458664, 0.42471126854419705, 0.1472620723862201, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3988884370028973, -1.4553101134300233, -1.831518289446831, -1.9677915626764297, -2.0055258482694627, -2.0272894388437273, -2.0342906391620637, -1.6785264301300047, -1.4834098868072034, -1.0023523125052454, -0.046385985463857665, 0.8059831792116166, 0.9250887256860734, 1.456221727579832, 1.7252721977233887, 1.910091381072998, 1.9391930620372295, 1.466584676504135, 1.3418955639004708, 0.9746244972944259, 0.9755911666154862, 0.9769923669099807, 0.6821654671430588, 0.0943665362894535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.44888806776494405, -0.8489536874863344, -0.8876228074411863, -0.6307490349601235, -0.3872622744638825, 0.17147416537150306, -0.2517685956206961, -0.8173998493789689, -0.17454492253424014, 0.05264395063555405, 0.029586847534659455, 0.650210371684107, 2.4704552998752813, 1.9063787349858146, 0.8883263265192181, -0.27628876299956495, -0.6955841658657302, -1.1651476545964332, -0.7775140359028825, -0.8845922033145719, -1.8866912588753983, -1.532597278319031, -2.785210701518773, -3.233045506358067, -1.4001871184276027, -1.80138073666558, -2.3172043360801844, -3.021785386368789, -2.902615367094457, -2.1590328800903578, -1.7047453312947933, -1.02109867196517, 0.07842641478103474, 0.9025959628693769, 1.696134318362338, 2.508182939691217, 0.984160916139956, 0.8273561927267341, 1.654159994207843, 1.5163338844541823, 2.0207817768985716, 2.3897482924954225, 2.50307131345354, 2.667697900419795, 2.4657546992568022, 2.1634266286818455, 2.5369352096345104, 2.308314132422705]","[0.18018786114308147, 0.15911362012923919, 0.16956484508800318, 0.24363222529231168, 0.2788123754648454, 0.28505751613118424, 0.2823497509074892, 0.2509094732023667, 0.2668689694014851, 0.25067261546898567, 0.24506255406489763, 0.21825138322112742, 0.1897242092143354, 0.20080465617230633, 0.20346210949436241, 0.17128940629275585, 0.11529144653934473, 0.08003560440596878, 0.16929401623257986, 0.22759423071077353, 0.2667489031743051, 0.22982821859637922, 0.25875914159727575, 0.24634887398744665, 0.1538435603434915, 0.1437803958385469, 0.14650427067416774, 0.15663923991839554, 0.16023054257038516, 0.16512958155242477, 0.16379297826523934, 0.17353960638328594, 0.18471956923769275, 0.20222245403847078, 0.21760747423171195, 0.23025563312195998, 0.1763550088964057, 0.17376288753292657, 0.1828565285695317, 0.179954376776528, 0.19119724690794876, 0.19053055075920233, 0.19737460791662492, 0.19314904717160045, 0.19406439357973504, 0.18673251260388443, 0.19469509202818297, 0.19038068583000448]","[7.846583213501656, 7.902230452482172, 7.89126350794242, 7.88931573235261, 7.932646720614636, 7.942707116993597, 8.0064475229443, 7.737532803892846, 7.930611900549094, 8.013517206872312, 7.983590755455176, 7.931812284443925, 10.15724163712004, 10.195210119727586, 10.20533057381085, 10.23279483180151, 10.15183274615719, 10.235608994371997, 10.179499357930588, 10.168981585277308, 10.223103258427708, 10.29260261902358, 10.158519478081782, 10.287658441300303, 12.507608889541634, 12.506946681332524, 12.433452103878022, 12.508036807015777, 12.466163885287594, 12.543943458929933, 12.435799167834055, 12.451299549810225, 12.517908596510273, 12.475222329019969, 12.465958563897685, 12.491581916891393, 10.206814699565381, 10.165366222315269, 10.2298219553573, 10.13889767298651, 10.20494288117624, 10.117176202869773, 10.305046562756216, 10.215609188418062, 10.262350244554371, 10.197817660592701, 10.233818907644267, 10.1367643193933]","[6.321315257822395, 6.28600610467649, 6.094215916078261, 5.799351409797608, 5.816003615702514, 5.917879348620043, 6.30598866935776, 6.382522303328315, 5.947314523940621, 6.064283799319524, 6.199066461985414, 5.499853295980947, 5.876510546459092, 5.76208411258558, 5.701499051931988, 6.1596526194751355, 5.718083887282127, 5.798298862381346, 5.99464689485035, 5.745182978575497, 6.168049791115201, 5.581709091429918, 6.0183155871379626, 5.908890833558801, 5.847746934194692, 5.908710193663074, 6.059389195825125, 6.208191829850319, 6.185939035150767, 6.120238702556181, 6.24898827126607, 6.146259554984562, 5.824855453231255, 5.818024807870621, 6.1391670086055585, 5.999381681403934, 5.7982078521046345, 6.162213139827024, 5.781526122809009, 6.120352698165798, 6.280991814896164, 5.917958461133554, 5.999349857219301, 5.741060335169867, 5.990659938877303, 6.22112354451474, 5.89157879003794, 6.018830872800598]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7275519283284984, 1.8189673048540063, 2.5207203816186956, 3.2446244712801393, 4.265636778280908, 5.123244757798023, 6.274227860632437, 7.460356714989767, 8.105276141232132, 9.19800824688965, 9.89245262724908, 9.500192320549921, 9.240682228507879, 8.65758491263201, 7.9440273726498685, 6.557680091290278, 5.822778492330461, 4.599127478548185, 3.774406075450731, 2.8892549166626775, 2.017630950281214, 1.3816800346573646, 0.8723773650177317, 0.6261764429227715, 0.37396861067895293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,,,,,,,,,,,,,,dispatch_trajectory_plot_119,801,experiment_assets\policies\119\sac,legacy_checkpoint,False,v2_119_test_scenarios_800_849,legacy_penalized_operating_cost,2799.88716801767,489.18953090423463,2310.697637113435,2310.697637113435,"[2.446523866668341, 4.888994680116447, 7.324789395111245, 9.7583313428763, 12.200440963256671, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 11.195955866456924, 9.02508271928233, 6.7407061476765655, 4.413971073981145, 2.3031162866759978, 0.08294916337172042, 0.0, 2.418150600138466, 4.846793930887214, 7.291132477385603, 9.745993143883826, 12.205299246465803, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323, 12.3323]","[2.446523866668341, 4.888994680116447, 7.324789395111245, 9.7583313428763, 12.200440963256671, 17.819473291888098, 12.3323, 12.3323, 12.3323, 14.01690642033773, 13.279079121109161, 33.13903189389143, 164.2653009423297, 129.5745922016277, 66.96436908093192, 12.3323, 12.3323, 11.195955866456924, 9.02508271928233, 6.7407061476765655, 4.413971073981145, 2.3031162866759978, 0.08294916337172042, 0.0, 2.418150600138466, 4.846793930887214, 7.291132477385603, 9.745993143883826, 12.205299246465803, 12.3323, 12.3323, 12.3323, 19.586743367245713, 95.8224265654172, 169.22472444851627, 244.33922192143774, 72.8581963426073, 63.21470585269404, 114.06313964378225, 105.58683389393222, 136.61037927926205, 159.3018199884686, 166.2711857773926, 176.39572087581763, 163.97621400429344, 145.3830376639335, 168.3538153925224, 154.29361914399635]","[0.0, 0.0, 0.0, 0.0, 0.0, 5.487173291888098, 0.0, 0.0, 0.0, 1.6846064203377296, 0.9467791211091026, 20.806731893891424, 151.9330009423298, 117.24229220162759, 54.63206908093191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.254443367245713, 83.49012656541737, 156.89242444851627, 232.00692192143757, 60.5258963426073, 50.88240585269415, 101.73083964378235, 93.2545338939322, 124.27807927926216, 146.96951998846848, 153.9388857773927, 164.0634208758174, 151.64391400429335, 133.0507376639335, 156.0215153925224, 141.96131914399635]","[0.0, 0.0, 0.0, 0.0, 0.0, 5.487173291888098, 0.0, 0.0, 0.0, 1.6846064203377296, 0.9467791211091612, 20.806731893891428, 151.9330009423297, 117.24229220162769, 54.63206908093191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.254443367245713, 83.4901265654172, 156.89242444851627, 232.00692192143774, 60.5258963426073, 50.882405852694035, 101.73083964378225, 93.25453389393222, 124.27807927926204, 146.9695199884686, 153.93888577739258, 164.06342087581763, 151.64391400429344, 133.0507376639335, 156.0215153925224, 141.96131914399635]","[-0.44888806776494405, -0.8489536874863344, -0.8876228074411863, -0.6307490349601235, -0.3872622744638825, 0.17147416537150306, -0.2517685956206961, -0.8173998493789689, -0.17454492253424014, 0.05264395063555405, 0.029586847534659455, 0.650210371684107, 2.4704552998752813, 1.9063787349858146, 0.8883263265192181, -0.27628876299956495, -0.6955841658657302, -1.1651476545964332, -0.7775140359028825, -0.8845922033145719, -1.8866912588753983, -1.532597278319031, -2.785210701518773, -3.233045506358067, -1.4001871184276027, -1.80138073666558, -2.3172043360801844, -3.021785386368789, -2.902615367094457, -2.1590328800903578, -1.7047453312947933, -1.02109867196517, 0.07842641478103474, 0.9025959628693769, 1.696134318362338, 2.508182939691217, 0.984160916139956, 0.8273561927267341, 1.654159994207843, 1.5163338844541823, 2.0207817768985716, 2.3897482924954225, 2.50307131345354, 2.667697900419795, 2.4657546992568022, 2.1634266286818455, 2.5369352096345104, 2.308314132422705]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",10.191448560504888,58.33098266703479,48.1395341065299,48.1395341065299,0.0
